job_id|freelancer_id|job_title|job_description|hourly_rate|weekly_hours_needed|project_length|experience_level|skills_required|earnings|feedback_for_freelancer|client_location|feedback_for_client|profile_link
0|1733|In need of an ME/IE that is creative and go-getting for a fast-paced manufacturer (ISP Industry)|We are a Portland, OR based company that designs and manufactures aluminum outdoor weatherproof enclosures for the telecom/ISP industries. This is job is NOT for a single project, but rather part-time indefinite work.  A little background, I come from an ISP Network Engineering background, starting a wireless ISP in the midwest US in 2003. There was a void in the market when it comes to cost-effect network gear enclosures, and in 2017 we produced our own enclosure. We have found success in the past 3 years with our product line.  As we continue to evolve our product line we are in need of a reliable, creative, go-getting engineer to assist in modifying current CAD designs, creating new designs (per our defined requirements), and supporting our custom enclosure side of our business.  We have a significant bit of work backlogged at the onset, approx 80ish hours. Afterwhich we would have about 40-60hrs per month of work.  We are a small company that has disrupted the industry with our enclosure product lines resulting in exponential year over year growth. We believe that there is no purpose in doing anything that you can not be the best at doing, will you join us?|$45.00|Less than 30 hrs/week|More than 6 months|Intermediate|/CAD Services,2D Design,3D Design,CAD Drafting/Other,Geometric Dimensioning & Tolerancing,Calculation,CAD & CAM Software,English,Communication Skills|$555.00||United States Portland|5.00|https://www.upwork.com/jobs/~015701ae099a385aea
0|1733|Surfboards: 3D Shape File Needed|"I am looking to start a surfboard business and want to give a manufacturer 3 surfboard profile designs that exactly mimic the following 3 famous boards: 1) JS Monster Box 2) Chanel Island Mid 3) Firewire Seaside Helium 2  The dimensions for each board are easily found online but this is only for the maximum length, width, depth and volume of each board.  I need to get an accurate design for the entire 3D profile of each board which I am struggling to find online. This is likely because the designs are the the intellectual property of the board brand.  I am not sure what the best approach is to getting this design done and am open to suggestions. It may be that each of these boards need to be physically rendered onto a program using a 3D scanner.  Each board will be need a profile for a range of lengths, for example, the JS Monster Box will come in the sizes 5""8', 5""10', 6"", 6""2'.  Initially I just want to establish a methodology for getting the 3D files made and then there will be plenty of work to do on each of these boards and lots of different models in the future.  A more thorough search of the internet might be able to find the 3D shapefiles for these boards already exist.  If you think you can help with this task, please briefly identify what methodology you would use to solve this problem. I have very limited design experience but am open to ideas.  Kind regards, Luke Harris."||Less than 30 hrs/week|Less than a month|Intermediate|3D Modeling,3D Design,Autodesk AutoCAD,SolidWorks|$60.00||Argentina Shelly Beach|5.00|https://www.upwork.com/jobs/~01532894f7c7b6a69c
0|1733|PCB Design|Create a custom PCB from three existing circuit boards. More details will be provided.|||||PCB Design,Electronics|$300.00|5.0|United States Madras|5.00|https://www.upwork.com/jobs/~01a22c7ccc3d52cf61
0|1733|Liquid sensor activating a motor and other device|Hi,  hope you are well? My name is Danie Viljoen, and I've been building a prototype for my own invention as I'm a carpenter by trade and constructing things comes pretty easy for me normally but I'm struggling with the electronical part of this idea and therefore I'm seeking help from someone with your set of skills.  I would really like to share this with you, and therefor I need to follow standard procedure and have you sign an NCNDA form (attached)  much appreciated  Danie|||Less than a month|Intermediate|CAD Drafting,Electrical Engineering,Mechanical Engineering,Autodesk AutoCAD,Power Distribution,Structural Engineering,MEP Design,3D Modeling|$620.00|5.0|United States West Palm Beach|5.00|https://www.upwork.com/jobs/~017c1d581d3649deaf
0|657|Photographer for Corporate Event|Looking for a photographer that can attend a nonprofit event in Orlando (Orlando Hilton) on Tuesday, September 6 from 3:00 p.m. until 7:00 p.m.  Need photos of the event set up, speakers on stage, general photos, and award (staged photos), casual shots of event participants, and networking photos during the reception.    Must be able to provide digital photos within 24-36 hours after event.  Will provide detailed instructions for photos prior to event and we will be onsite to help direct.    Floral industry event.|$50.00|Less than 30 hrs/week|Less than a month|Intermediate|Photography,Event Photography,Photo Editing,Adobe Photoshop,Digital Photography,Photo Retouching,Business,People|$500.00||United States Alexandria|5.00|https://www.upwork.com/jobs/~019942c6c36a524ded
0|657|FL Location Photography Needed|We have a glass glazing company that has done work across Florida and are looking to get photo of some of their projects. Below are some of the addresses we would need a quote for. We are looking to receive a quote for the following locations around the Orlando area.  - JW Marriott Tampa Water Street (interior storefront floors #1-#6) 510 Water Street Tampa FL 33602 - Walk On’s Bistreaux & Bar 25372 Sierra Center Blvd Lutz FL 33559 - Rooms-To-Go Jacksonville 4875 Town Center, Suite A Jacksonville FL 32246 - Homewood Suites 10 Prawn Street St. Augustine FL 32084||||Intermediate|Photography,Architectural Photography|$500.00|5.0|United States Erie|5.00|https://www.upwork.com/jobs/~0163a981e982c5b01c
0|657|Photographer, Sebastian/Vero Bch Florida|Airplane Photo Shoot -  Interior, exterior shots & small compartments.  For interior & small compartments, will need wide angle & lighting as color scheme is black, silver & gray.  Will need close ups of instrument panel, seats, controls, baggage compartment, etc.   Various non-flying exterior shots, including some close ups.   Plane is located at the Sebastian airport, so shoot will occur there.  Some shots can take place in its hangar, per your discretion.  For exterior shots, we'll move plane out to a grassy area to complete, again per your guidance, maybe early evening to take advantage of light.  Assume will need up to a few hours to complete.   Photos to be provided in hi res, with minor editing as needed, again per your discretion.  NOTE - Must be completed no later than 8/31/22.     |||||Photography,Image Editing,Close Ups,Lighting in Small, Dark Spaces|$350.00||United States Fort Lauderdale|5.00|https://www.upwork.com/jobs/~010af78e7af14b362c
0|380|Photographer for jewelry ecommerce brand|We’re looking for an experienced photographer who can deliver high quality, premium product photography for a wide range of brands, starting with our jewelry brand. Your work will be featured in our ads (mostly Facebook, IG and TikTok), organic social channels and our website. Examples of the type of photography we are trying to capture - and level up - can be found here (does not need to be all from the same photographer):  Ecommerce Product Shots: - https://cdn.shopify.com/s/files/1/1342/2527/products/HeartPhotoNecklace_gold_500x.jpg?v=1641923738  Lifestyle Photography: https://cdn.shopify.com/s/files/1/1342/2527/files/haleyterrellphotography_mint_lilly4_2.jpg?v=1636400010  On-Model Photography: https://cdn.shopify.com/s/files/1/1342/2527/products/PersonalizedHeartPhotoNecklace-1332-cropped_gold.jpg?v=1642736122  Editorial Photography (includes Flatlay): https://cdn.shopify.com/s/files/1/1342/2527/products/Red2.jpg?v=1642736122  Our photographer(s) will need extensive experience with jewelry and will need to be able to include editing, retouching services, as well as have access to a network of models if you are proposing Lifestyle or On-Model photography.||More than 30 hrs/week|More than 6 months||/Photo Setting,White Background Photography,Indoor Lifestyle Photography,Outdoor Lifestyle Photography/Photography Services,Product Photography Prep,Lifestyle Photography/Photography Type,Jewelry/Other,Product Photography,Fashion & Beauty,Photography,Photo Editing,Photo Retouching|$250.00|5.0|United States San Francisco|5.00|https://www.upwork.com/jobs/~01910fd41f8e81164c
0|1022|Amazon product photography needed|Hi,  I'm looking for someone to take high resolution product photography of a product similar to the attached photo. The product is small (about 3 inches long) and will be mailed to you. We'd like a picture of the product from 3 different angles. The photos will be used for Amazon and other ecommerce product pages, so they should have a solid white background, be in JPG format, and be at least 1000 pixels in height and width. Here's a link to full Amazon image requirements: https://www.amazon.com/gp/help/customer/display.html?nodeId=202073580  If this project works well, then we'll plan on sending more products to be photographed. Thanks!||Less than 30 hrs/week|Less than a month|Intermediate|/Photography Genres,Product Photography,Product Listings|$45.00||United States Lakeland|5.00|https://www.upwork.com/jobs/~01ddd8b63c21a565d6
0|1022|Product Photography for Cat Toy|I'm looking for someone to capture around 4 photos of a cat toy I'm selling. It is a flopping fish, around six inches long. I'd like photos of the front, back, battery pack, and charger. White background is great, but whatever you think would look best would be appreciated.||Less than 30 hrs/week|Less than a month|Intermediate|Image Editing,3D Rendering,Product Photography,Photo Retouching,Infographic,Graphic Design,Photo Color Correction,Photo Manipulation,Digital Illustration,Logo Design|$120.00||United States |5.00|https://www.upwork.com/jobs/~018cbb42b315284ce2
0|1022|I need multiple high quality images edited to be instagram ready|There are 5-7 different angles of my shoe that I need professionally retouched. I will provide images to show you what I'm looking for. Besides that, the shoe is a sample and its the only one I've had for all of my advertising. So, the shoe is a little dirty in certain areas and I need that fixed. Also, there are some small changes from the sample to final production that need to be edited into the pictures and look realistic. Let me know if you are interested.||More than 30 hrs/week|1 to 3 months|Intermediate|Adobe Photoshop,Adobe Illustrator,Product Photography,Digital Photography,Photography|$220.00||United States Brooklyn|5.00|https://www.upwork.com/jobs/~01ba79d0fd1d65dfb9
0|1022|Solo product pics mainly for Amazon white background|At least 4 images bright and good looking showing product from front, back, side and top.  White background 1000 x 1000 size.||||||$75.00|5.0|United States Woodhaven|5.00|https://www.upwork.com/jobs/~01e2091e4394643cb2
0|1022|Product photos for 26 skus for Amazon|I need photos for 26 Amazon listings. One each for the main photo as well as supplementary photos to highlight the products.|||Less than a month|Intermediate||$660.00||United States Turlock|5.00|https://www.upwork.com/jobs/~01336ee2a49688a417
0|1022|Photoshop for eComm site: photoshop product labels onto stock images of bottles.|Photoshop project - 11 products for ecommerce site: Need to photoshop product labels onto stock images of bottles. 11 products X 2 images per product:  1) front panel of label, 2) side panel of label  Will pay $150  **Need quick turnaround!||||Intermediate|/Photography Genres,Product Listings,Product Photography/Other,Adobe Photoshop,Image Editing,Photo Editing|$150.00||United States San Juan Capistrano|5.00|https://www.upwork.com/jobs/~016467747197f463f7
0|1022|Need a couple top down photographs of shirts edited and superimposed on white background|We need a talented photo editor/photographer to superimpose a handful of top down photographs of spring shirts onto a white background. We have the photographs and only need the editing completed. Editing for rich and vibrant composition is encouraged, along with the removal of any photo burn or other blemishes. We simply need the shots to be clear and crisp, the designs and details (neck collar seam, tag, etc.) sharp and visible. Should be a quick job.||||Intermediate|/Photography Genres,Fashion & Beauty,Product Listings/Other,Photo Editing,Photo Retouching,Photo Manipulation,Adobe Photoshop,Photo Color Correction,Image Editing,Photography,Image Processing|$57.00|5.0|United States Medford|5.00|https://www.upwork.com/jobs/~015146b53dfa78de10
0|1022|Bottle composite images needed|I'm looking for a skilled Photoshop user who can take two files (label image and bottle image x 4) and composite them together to create a finished image. The project will require 4 finished images and the finished format should be a Photoshop file with all layers and effects intact.||||Intermediate|Image Editing,Adobe Photoshop,Photo Editing|$100.00|5.0|United States Suisun City|5.00|https://www.upwork.com/jobs/~014188947459714a37
0|1022|Commercial Photo Photoshop corrections|The job should be easy!  In the first picture I need the grass greened up and the manhole in the sidewalk removed.  In the second picture, I just need the dead tree removed.  Thanks for considering!||||Intermediate||$90.00|5.0|United States Edmond|5.00|https://www.upwork.com/jobs/~01818f78899688ffa7
0|1022|Photo Editor/Graphic Artist needed to edit images & remove background for product photos|Graphic designer/artist needed to edit images & remove background for product photos for organic baby skincare & clothing company.  Requirements for deliverables are: - Size: Minimum 2560px width (height variable) - Product must fill 85% or more of the image frame. - Framing: all product edges must be in frame. - Background: must be removed and replaced with pure white (RGB 255,255,255) - Color: RGB or CMYK - Other: no borders, text, watermarks, etc. - JPG preferable but can also accept TIF||Less than 30 hrs/week|More than 6 months|Intermediate|/Photography Genres,People,Product Photography|$40.00||United States Southlake|5.00|https://www.upwork.com/jobs/~0141be6532936b6973
0|351|Female singer needed for two song demos- alto|In need of a female singer with a voice that sits in the alto range (possibly with a lower extension) to record voice tracks for two ballads. The genre is a mixture of soul and jazz. These songs are demos for a virtual musical theatre project. They are roughy 2.5 minutes each in duration (50 - 60 bars).  Requirements and additional info: -Lyrics are in English, so the singer's native language should ideally be English -Must be able to read sheet music -Must be able to record a voice track (reasonable quality- microphone and headset required) -Experience with musical theatre acting and/or singing would be an asset -Experience with singing soul or jazz would be an asset  You will be provided with the sheet music and a simple piano track to guide the vocalist.  You will be asked to provide a short .mp3 file or link to a video of any vocal work you've done in order to apply.  Deliverable will be two .mp3 files of the solo voice tracks. These tracks will be used for closed pitches and workshops of the show in the development process.  Thanks for your interest.||||Intermediate|/Languages,English/Other,Singing,Voice-Over,Music|$70.00||Canada Toronto|5.00|https://www.upwork.com/jobs/~01a5c08c6c24f35ac7
0|351|Spanish Vocalist for Nursery Rhymes and Kids Songs|We are looking for somebody with fluent Spanish language to sing kids songs for youtube.    Thank you in advance!||||Intermediate|/Languages,Castilian Spanish/Other,Singing,Voice Acting|$60.00||United States New York|5.00|https://www.upwork.com/jobs/~01146bdbe35bfd5654
0|351|Female Singer|"Looking for a female vocalist for lead singing over a certain type of music. The music/songs are in a more unique ""dream-pop/shoegaze"" style; maybe slightly less ""hazy"". Would like to start with 1 song, see if it works, and move on from there.   This is ongoing, as it's a project/artist name that seemingly will never end."||||Intermediate||$60.00||United States Berlin|5.00|https://www.upwork.com/jobs/~0169a67a990581e660
0|15|Need female singer to sing vocal track for a song I wrote|I need a female singer to create a solid vocal track for a song I wrote. There will be a good deal of creative freedom in this project -- I will provide the song lyrics and a very basic idea of how I want the vocal track to sound. I'm not an official songwriter or music composer so I can't give you sheet music, but I can provide an audio file of me singing (very badly) to give you an idea of the tune and pacing I'm looking for in this. You can take that and embellish as seems fitting, as long as the general idea is preserved. I basically really just need someone who can actually sing so my song doesn't sound awful when it's done. Open to non-native-English singers, but the song is in English and it needs to be clear and understandable.  This is a one-time set-price contract. (Though I would love to contact you for similar work in the future if things go well.) I will retain exclusive, royalty-free rights to the finished product produced by the singer who accepts this project.||||Entry level|/Gender,Female/Other,Singing,Vocal Performance|$40.00|5.0|United States Mililani|5.00|https://www.upwork.com/jobs/~01f50b429161815bbb
0|15|Need female singer to sing vocal track for a song I wrote|I need a female singer to create a solid vocal track for a song I wrote. There will be a good deal of creative freedom in this project -- I will provide the song lyrics and a very basic idea of how I want the vocal track to sound. I'm not an official songwriter or music composer so I can't give you sheet music, but I can provide an audio file of me singing (very badly) to give you an idea of the tune and pacing I'm looking for in this. You can take that and embellish as seems fitting, as long as the general idea is preserved. I basically really just need someone who can actually sing so my song doesn't sound awful when it's done. Open to non-native-English singers, but the song is in English and it needs to be clear and understandable.  This is a one-time set-price contract. (Though I would love to contact you for similar work in the future if things go well.) I will retain exclusive, royalty-free rights to the finished product produced by the singer who accepts this project.||||Entry level|/Gender,Female/Other,Singing,Vocal Performance|$40.00|5.0|United States Mililani|5.00|https://www.upwork.com/jobs/~01eb04b576daea55ac
0|128|Violinist needs a Music Transcriber (Music Notation Writer)|Listen to audio recordings of solo violin arrangements (played by a violinist), and write the music notation.||Less than 30 hrs/week|1 to 3 months||/Music Genres,Classical/Other,General Transcription,Sibelius|$40.00|5.0|United States Los Angeles|5.00|https://www.upwork.com/jobs/~01b13469f63aa9d1b0
0|128|Transcribing (and arranging) two (pop) songs|Hello. I would like to have some songs transcribed. We play in a band with these instruments: - 2 guitars - banjo, - violin, - flute, - accordion, - Sousaphone, - 2 trumpets, - trombone, - tenor sax and - drums. I would like to have songs transcribed and arranged for those instruments which are not originally in the song. I would like to have harmonies for violin and flute and for the brass/horn section as much as possible. Please stay close to the original song. Please let the instruments play as much as possible. We don’t like it so much when there too many pauses in between. So long notes (chords or whatever) can be fine too. You don’t have to write the drums and the guitars. All the instruments read the G-key (also the sousaphone). The Violin, banjo, accordion and flute are tuned in C and all the horns in Bb. It will be for those songs:  1) Groot Hart – De Dijk https://www.youtube.com/watch?v=ALLeU5pfOhI  Please transcribe as much as possible like the original (this youtube version). And make an arrangement (or harmonie) for those instruments that are not originally in the song.   2) Drinking Song – Jick Munro & the Amazing Laserbeams https://www.youtube.com/watch?v=cKPoPetB3K4  Please transcribe as much as possible like the original song. There are no horns in this song so please arrange a simple background thing. Can be afterbeat or some melody or something you think will be good. There are two solo’s. One played by the piano and one by the accordion. Because we don’t have a piano, I would like to have a solo played by the horns there. But can you also arrange a solo for the violin + flute? So we can choose which section will play over there.||||Entry level||$280.00|4.8|Netherlands Rottevalle|4.80|https://www.upwork.com/jobs/~010bf4584869de2f1c
0|128|Need A Quick Song Punched Into Guitar Pro.|Hi, I have a sheet music here, I need someone to simply transfer the notes and velocities into a guitar pro file, so you must have a good knowledge of Guitar Pro to do this, and to output the file.  Here is the sheet:  (link removed)  Thanks.||||Intermediate||$25.00|4.8|United States Palmdale|4.80|https://www.upwork.com/jobs/~01c8c5b558d9156381
0|128|Sheet music|looking for a music copyist to score sheet music for a song of mine||||||$50.00|5.0|United Kingdom Brighton Uk|5.00|https://www.upwork.com/jobs/~012d87b2743c2b2777
0|128|Transcribing (and arranging) six (pop) songs|Hello,  I would like to have some songs transcribed. We play in a band with these instruments: - 2 guitars - banjo, - violin, - flute, - accordion, - Tuba (Bb) - 2 trumpets (Bb), - Trombone (reading Bb), - tenor sax (Bb) - drums.  I would like to have songs transcribed and arranged for those instruments which are not originally in the song. I would like to have harmonies for violin and flute and for the brass/horn section as much as possible. Please stay close to the original song. You don’t have to write the drums and the guitars, they will find out for themselves. It will be for those songs:   - I will wait – Mumford and sons. https://www.youtube.com/watch?v=rGKfrgqWcv0 For this song, I only need the transcription for the brass section there where they play and in the intro. For the accordion, violin and the flute I need an arrangement. You can use the keyboard for inspiration. Or long notes in harmony can be fine too. Stay close to the original song. Intro: played by all (long notes for the horns) Couplet: only guitar, banjo, tuba, drums Prechorus: + accordion and violin Chorus: bass and guitars Intermezzo: All Couplet: No horns (except tuba) Chorus: All Couplet: guitars and accordion, second half + tuba, Prechorus: + violin and flute Intermezzo: All Prechorus: All Chorus: All   - Atlantic City – Bruce Springsteen For this song I need the transcription for the used instruments and an arrangement for flute and violin. And arrange solos for horns, accordion and flute and violin. https://www.youtube.com/watch?v=p-FZozVtgHw You can use this for the brass transcription and solo’s too: https://www.youtube.com/watch?v=z1wnRt03snU https://www.youtube.com/watch?v=FmgDJfDBBBQ&list=RDFmgDJfDBBBQ&start_radio=1 Intro: drums and tuba Couplet: Drums, tuba and guitar Couplet: + banjo and violin Chorus: Drums, tuba, guitar, banjo and violin Intermezzo: All Couplet: Drums, guitars, banjo, accordion, violin Chorus: Drums, guitars, banjo, accordion, violin Intermezzo: All Bridge: All Chorus: All BREAK Intermezzo: All After intermezzo/solo: Accordion (free to arrange) Couplet: Drums, guitar, tuba, accordion, violin Chorus: all Intermezzo: All Solo Horns (free to arrange) Solo: flute and violin (free to arrange) Meet me tonight: building by all Intermezzo/outro: All   - The intro – Nathaniel Rateliff and the night Sweats Please use this version to transcribe; https://www.youtube.com/watch?v=iXh7VWIzBC4 But use the intro of this version https://www.youtube.com/watch?v=rcDpdGeleIo Transcribe the horns incl. the sax solo. And arrange the violin and flute. And please write the keyboard solo for the accordion Intro: drums +Tuba Intermezzo: All Ahaheyhey: drums Couplet: all Chorus: all Sax solo Couplet: all Chorus:all Solo: accordion Ahaheyhey: drums Chorus: all Outro: all   - Whisky in the jar – Nathaniel Rateliff and the night sweats https://www.youtube.com/watch?v=pYxCnLspwPw Please transcribe the horns. And arrange the violin, flute and accordion. Intro: all Couplet: no horns (except tuba) Chorus: all Intermezzo: no horns (except tuba) Couplet: all Chorus: all Intermezzo: all Chorus and outro: All   - Rose tattoo – Dropkick Murphys https://www.youtube.com/watch?v=9d8SzG4FPyM This is not a difficult song in the basic but because our band is with lots of instruments, I would like to have it arranged for the band. Most important are the banjo/mandolin, violin, flute and accordion. So let them shine and build the song.. The horns can have long notes or after beat or whatever you think will be fun. You can use this too https://www.youtube.com/watch?v=Ej6dHYlE0l0 Intro: Couplet: Couplet: Prechorus: Chorus: Intermezzo: Couplet: Prechorus Chorus: Chorus: Bridge: Intermezzo: Couplet: Prechorus: Drums Chorus: building Drums Intermezzo: Oohhhh Intermezzo: Oohh Outro   Little piece of my heart - Janis Joplin https://www.youtube.com/watch?v=CIHny7QEf7o Please transcribe this song and arrange You can also use this https://www.youtube.com/watch?v=UAljiaK4TFI https://www.youtube.com/watch?v=L0QAxIKf8G4||||Intermediate|Music Arrangement|$250.00|5.0|Netherlands Rottevalle|5.00|https://www.upwork.com/jobs/~016f4cd552fc032214
0|128|Convert 1 pop song from audio to reggae genre in MIDI format.|"I need one song tranformed from audio format to MIDI, while also having the genre changed to Roots Reggae.  The original song is ""Cold As Ice"" by Foreigner. Below are additional requirements:  * Tracks should include drums, guitars, bass, organ, piano, vocal reference tracks, and horns if applicable. * Rythm should be driving by organ, playing the reggae wobble style. * I recommend extracting the original song from audio and converting to MIDI, the modifying the drum tracks to reggae, and adding reggae sksnks for piano and guitar."||||Intermediate|/Audio Editing Software,Logic Pro,MIDI|$60.00|5.0|United States Reston|5.00|https://www.upwork.com/jobs/~01c4c5481f1b498682
0|128|Convert 10 songs from MP3 audio to MIDI.|I need 10 songs converted from Audio format to MIDI.  Tracks would include drums, guitars, bass, keyboards, and whatever else is included in the audio file.  I will provide the MP3 for each song if you need them.    Below are the songs:  Too Good for Goodbyes - Conkarah https://www.youtube.com/watch?v=8yqae_gSsOo  Treat You Better - Conkarah https://www.youtube.com/watch?v=apH2nLmtSQs  Get Lucky - Stereo  Dub https://www.youtube.com/watch?v=QafkqNbap30  Grenade - Ryan W https://www.youtube.com/watch?v=Zkhn5nrwIgw  Sweet Dreams - Natty Bong https://www.youtube.com/watch?v=HxDHEhq_HEg  Sweet Child O' Mine - Monair B https://www.youtube.com/watch?v=3Yvp0ZnnpPU  No One - Lady Genius https://www.youtube.com/watch?v=CU9qVfZmTH8  I'm Yours - Ghost https://www.youtube.com/watch?v=xs0AaTPaM5g  If I Ain't Got You - Daynea https://www.youtube.com/watch?v=hEd2Qz1a9zo  Machu Picchu - The Stroke´s song - Vintage Reggae Cafe Vol 4 https://www.youtube.com/watch?v=v4SxVcCmqFw||||Intermediate|/Audio Editing Software,Logic Pro,MIDI|$250.00||United States Reston|5.00|https://www.upwork.com/jobs/~01845c9610ec972c8d
0|128|Convert 5 songs from MP3 audio to MIDI.|I need 5 songs that are MP3 audio format converted to MIDI.  Tracks would include drums, guitars, bass, and keyboards.  I will provide the MP3 files.  Below are the songs I want converted:  Just the Two of Us: https://soundcloud.com/pedro-cortes-barrantes/gappy-ranks-just-the-two-of-us  Ain't No Sunshine: https://soundcloud.com/1814reggae/aint-no-sunshine  Take on Me: https://soundcloud.com/generalsoundbwoy/take-on-me  Hello: https://soundcloud.com/conkarah/hello-reggae-cover  All of Me: https://soundcloud.com/user-810330592-953993672/jah-cure-all-of-me-john-legend-cover-1||||Intermediate|/Audio Editing Software,MIDI|$125.00||United States Reston|5.00|https://www.upwork.com/jobs/~01cbb568d1e8db2250
0|128|Hello I need the piano part only sheet music for an original song for a Cabaret Show.|I don't really have much to add. It's a one-off job.||||Intermediate||$450.00|5.0|Australia Sydney|5.00|https://www.upwork.com/jobs/01E3cr6UT7OKaKnVwmu0hVBupKuu90JhczMoF9UtJ5VQk=
0|128|You Raise Me Up_Drum Score 1|"[9/4/2017 9:53:49 AM] Tom Boyd: Victor. Thanks for a job well-done. I have another job for you. Please listen to this video https://www.youtube.com/watch?v=b7eIt2wOQqo I would like to have the drum score for this video (You Raise Me Up_Korean Version)  [9/4/2017 9:55:27 AM] Tom Boyd: However, you need to bring the audio from another video (Celtic Woman_You Raise Me Up) in and add a few measures here and there to make sure that the two versions would match https://www.youtube.com/watch?v=Yfwlj0gba_k [9/4/2017 9:57:35 AM] Tom Boyd: The reason is that the drumming in ""Celtic Woman_You Raise Me Up"" is too lame, not interesting. The one in ""You Raise Me Up_Korean Version"" is much more interesting. However, the kid band was asked to play along with the Celtic Woman version. I hope that I did convey the idea across properly. Please let me know if you have any question. Thanks. [9/4/2017 10:02:50 AM] Tom Boyd: By the way, could you please reprint the music sheets for Nintendo with numbers for each measure. [9/4/2017 10:03:34 AM] Victor Rondon: I'm glad you like my job!, Okok. sure I will gladly write this one as well and do the adjustments so both audios match perfect. Is there a chance you pay me a little more for this job? In that case how much would you be willing to? I would start to work on it right away to deliver it as fast as the last one  [9/4/2017 10:04:15 AM] Tom Boyd: Also, each line should consistently have 3 measures only. [9/4/2017 10:04:43 AM] Tom Boyd: For You Raise Me Up, the budget is $25. Are you OK with that?  -----------------------------------------------------------------------------------------   I have a kid band with the following 7 members:  1) Drummer 2) Bass guitarist 3) Acoustic guitarist 4) Piano/synthesizer player 5) Piano/synthesizer player 6) Male vocal 7) Female vocal  I am looking for a musician to transcribe the drum part  The deliverables are: 1) sheet music (pdf) for drum 2) mp3 track for drum 3) mp3 track for drum with the original music video shaded in the background so that the drum will stand out, easier for the drummer to follow when practicing.  Please review the sample files on Dropbox: https://www.dropbox.com/sh/tc1d07r1mj7qbs2/AABqG018AaSWiHzfaS37DapZa?dl=0  Please send in a quote as soon as possible.  Also, please provide some samples of your past works.  Thanks"|||||Music Arrangement,Music Production,Music Composition|$25.00||United States Mission Viejo|5.00|https://www.upwork.com/jobs/~01f27f32ba805a1277
0|214|Being alive|Hello! I am working on an album and am seeking someone who would be willing to take an arrangement of a song and turn it into a string quintet  piece. The song is “being alive” from company and the specific arrangement is by the acapella group Voctave. Here is the YouTube link (https://youtu.be/kjDro8BX6zM). So basically taking that arrangement and making it a string arrangement for a string quintet ( bass, cello, viola, violin, violin) and I will be sing sing vocals…hopefully that makes sense.||Less than 30 hrs/week|Less than a month|Intermediate|Music Arrangement,Orchestration|$450.00||United States South Ogden|5.00|https://www.upwork.com/jobs/~010838b61a9d90d35e
0|214|Convert recording of 2 instruments (Voice, and Guitar) into sheet music.|The guitar should be converted into piano, and the vocal should be converted into flute. Please provide recordings (analog or digital) of finished result, along with sheet music.  This will become the skeleton of a larger symphonic arrangement once this first part is complete, so the musician should think widely.||||Intermediate|/Musical Instruments,Electronic Keyboard/Other,Flute|$25.00||United States Spring Valley|5.00|https://www.upwork.com/jobs/~016bc572e56bad370f
0|214|create music track(s) to accompany vocal performance|Deliverable: recorded music track of cover song(s) in format that can be played by standard CD player. (Number of songs TBD by price of each.)  I need accompaniment tracks for my live vocal performances. If you have audio editing software, e.g., Melodyne, that can remove lead and background vocals from recorded song, that is preferable. Otherwise, instrumentation can be basic. I can provide song file(s) if I need to.||||Intermediate|Audio Editing|$20.00|5.0|United States Atlanta|5.00|https://www.upwork.com/jobs/~010949cf775d20c2a0
0|214|Pop Song Arrangement for Acoustic Guitar|I need two guitar arrangements for this song (laura pausini - Non C'è): https://www.youtube.com/watch?v=ZHVdScgUm7U  1st version should be only fyngerstyle (melody, bass, vocals), 2nd should be mainly chords and melody (no vocal).  The arrangements should be made into music notation and tabs as well. I do like this arrangement to be as rich as possible, and I would like to receive a small sample of the work before hiring.||||Entry level|Guitar Performance,Music Arrangement,Music Production,Guitar Composition|$30.00|5.0|Brazil Rio De Janeiro|5.00|https://www.upwork.com/jobs/~013069a69a96dc9582
0|1465|Sound design for a game|Hi,  For our upcoming casual bingo game, we seek a talented sound designer to create music loops, sound effects and collect environmental sounds.  See attached PDF and look at all the sounds under the LOBBY screen. 𝐂𝐮𝐫𝐫𝐞𝐧𝐭 𝐫𝐞𝐪𝐮𝐢𝐫𝐞𝐦𝐞𝐧𝐭 𝐢𝐬 𝐟𝐨𝐫 9 𝐬𝐨𝐮𝐧𝐝 𝐞𝐟𝐟𝐞𝐜𝐭𝐬 𝐚𝐧𝐝 1 𝐦𝐮𝐬𝐢𝐜 𝐥𝐨𝐨𝐩𝐬 of ~1 minute. A positive experience would lead to further work on this game and with our company down the road.  The expected result of this test is the video attached, with paired music and sounds - all balanced out to appropriate volume levels. This should feel as the final version, implemented in the live game.  Style we like as a reference is the sounds in Royale Match (but not the music): https://www.youtube.com/watch?v=C3yHCghXFQA&list=PLgGEgojV5u52fkenuYKv_IGumPxQinE9q&index=3&ab_channel=TheRegordos  For this job, you are required to have SIGNIFICANT experience in games sound design. When applying, please share work from at least 3 games in which you designed the sounds AND composed the music. Preferably, at least one of them is casual. Also estimate the amount of hours required on your side, including reasonable iterations from us - to complete this list.  All the best, Leo||Less than 30 hrs/week|1 to 3 months|Intermediate|/Music Deliverables,Video Game/Other,Music Production,Music & Sound Design|$570.00|5.0|Israel Kiriyat Ono|5.00|https://www.upwork.com/jobs/~01a2de9b3fb44e3760
