freelancer_id|location|success_rate|badge|t_earnings|t_jobs|t_hours|hours_per_week|languages|profile_title|hourly_rate|skills|profile_link
164|Palitana, India|Mobile App Development|||3||More than 30 hrs/week|English: Conversational,Gujarati: Fluent,Hindi: Fluent|Native Android App Developer|$3.00/hr|/Mobile App Development Skills,Firebase,Android App Development,Android Studio/Business Size,Business with 1-9 Employees/Mobile Programming Languages,Java/App Features,Bluetooth,Payment Functionality,Location-Based Service,Map Integration,In-App Advertising,In-App Purchases,User Authentication,User Profile Creation,Push Notifications,Camera,API Integration,QR & Barcode Scanner/Databases,Firebase Realtime Database,Realm Database,Firebase Cloud Firestore,SQLite/Devices,Smartphone/Mobile Platforms,Android,Native App Development/Other Skills|https://www.upwork.com/freelancers/~0161a02defea4e78fe?s=996364627857502209
1191|Berlin, Germany|95%|TOP RATED PLUS|$800K+|243|5,770|As Needed - Open to Offers|English: Fluent|"Mobile design | UI&UX | Responsive Design | Apps | Figma | SaaS"|$50.00/hr|/Mobile Design Skills,Software Design,Interaction Design,Graphic Design,Mobile App Design,Responsive Design,Visual Communication,Game Design,Usability Testing,UX Writing,User Experience Strategy,Competitive Analysis,Journey Mapping,Information Architecture,App Development,Web Development/Mobile Design Deliverables,Mobile App,Mockup,User Flow,Website Redesign,Style Guide,Prototyping,Wireframing,Icon Design,Landing Page,Website,Email Design,Sketching,Web Component Design,Mobile App Redesign/UX/UI Design Software,Figma,Adobe Illustrator,Adobe XD,Adobe Photoshop,Sketch,Zeplin,Marvel App,Webflow,Proto.io,InVision,Framer,ProtoPie,Fluid UI/Mobile Platforms,Android,iOS,Microsoft Windows,watchOS,iPadOS,tvOS,Hybrid App Development,Native App Development/Business Size,Business with 1-9 Employees,Business with 10-99 Employees,Business with 100-999 Employees,Business with 1000+ Employees/Other Skills,Dashboard,FinTech,Platform Designer,Design Mockup,Analytics,UI/UX Prototyping,UX Wireframe,Design Analysis,Design & Usability Research,UX & UI,Web Application,Mobile App Development,Mobile UI Design,Fortune 500 Company,Android App,Concept Design|https://www.upwork.com/fl/~017febeecc8ddcf9cd?s=1044578476142100508
1879|Kasur, Pakistan|91%|TOP RATED||50|270|As Needed - Open to Offers|English: Fluent|"UX/UI Designer for Mobile app | Figma | XD"|$38.00/hr|/UX/UI Design Software,Adobe XD,ProtoPie,Adobe Illustrator,Adobe Photoshop,InVision,Sketch,Figma/Mobile Design Skills,Mobile App Design,Game Design,Usability Testing,Visual Communication,Interaction Design,Responsive Design,Heuristic Evaluation,Competitive Analysis,Graphic Design,User Experience Strategy,Software Design,UX Writing/Business Size,Business with 100-999 Employees,Business with 10-99 Employees,Business with 1-9 Employees/Mobile Platforms,iPadOS,iOS,Android,Native App Development/Mobile Design Deliverables,Style Guide,Mobile App Redesign,Sketching,User Flow,High Fidelity Design,Mobile App,Mockup,Wireframing,Prototyping,Icon Design/Other Skills,UX Research,UI Graphics,UX & UI,Startup Company|https://www.upwork.com/fl/~0189cf8ac6c53368f8?s=1044578476142100508
22|Kropyvnytskyi, Ukraine|100%|TOP RATED PLUS||16|677|As Needed - Open to Offers|English: Conversational,Ukrainian: Native or Bilingual|Mobile app design, Web app design, Product Designer|$55.00/hr|/Mobile Design Skills,Responsive Design,Visual Communication,Interaction Design,Usability Testing,Competitive Analysis,Game Design,Software Design,Journey Mapping,Graphic Design,Mobile App Design/Mobile Design Deliverables,Wireframing,Mobile App Redesign,Mockup,Prototyping,Mobile App,User Flow,Style Guide/Mobile Platforms,iOS,watchOS,Android,tvOS/Business Size,Business with 1000+ Employees,Business with 100-999 Employees,Business with 1-9 Employees,Business with 10-99 Employees/UX/UI Design Software,Figma/Other Skills,User Interface Design,User Experience Design,Mobile App Improvement,App Store,Website Prototyping,Adobe XD|https://www.upwork.com/fl/~01cd724af57f014f37?s=1044578476142100508
1281|San Francisco, United States|Mobile Game Development|||5|325|As Needed - Open to Offers|English: Fluent|AR/XR, WebAR/WebXR, Unity, 3D, Game/App Development|$80.00/hr|/Mobile Game Development Deliverables,Bug Fix,Game Design Document,Facebook Games Development,Prototyping,Backup & Migration,Database Development,Game Customization,Game,Performance Optimization,Third-Party Integration,Game Consultation/Mobile Game Engines,Unreal Engine,Unity/Mobile Programming Languages,JavaScript,Java,C#,Python,Dart,Objective-C/Game Genres,Adventure,Action,Stealth Game,Simulation Game,Casual Game,Sports & Recreation,Puzzle,Online Multiplayer,Real-Time Strategy,Arcade Game,First-Person Shooter,Card Game,Education,Combat Game,Role-Playing Game/Mobile Platforms,tvOS,Hybrid App Development,iPadOS,Android,iOS,Microsoft Windows/Popular Apple Development APIs,ARKit,Metal API,GameKit,CloudKit/App Features,QR & Barcode Scanner,Offline Functionality,In-App Purchases,Review or Feedback Collection,User Authentication,User Profile Creation,In-App Search,In-App Support,Payment Functionality,Click-to-Call,Location-Based Service,Map Integration,In-App Advertising,Bluetooth,Augmented Reality,Motion Sensor,Camera,Social Media Account Integration,Chat & Messaging Software,Advanced Analytics,Push Notifications,Microphone,API Integration,Application Security/Age Groups,Ages 7+,Ages 16+,Ages 12+,Ages 18+/Business Size,Business with 10-99 Employees,Business with 1-9 Employees/Mobile App Development Skills,Google Analytics,React Native,Firebase,RESTful Architecture/Databases,Firebase Realtime Database,MySQL,MongoDB,SQLite,Firebase Cloud Firestore/Devices,Smartphone,Virtual Reality,TV Set,Tablet,Personal Computer,Gaming Console/Other Skills,PlayCanvas|https://www.upwork.com/freelancers/~0139aae41b991e1cf7?s=996364627857502208
1344|Chamba, India|82%|||7||More than 30 hrs/week|English: Fluent,Hindi: Native or Bilingual|Game development Using Unreal Engine|$15.00/hr|/Game Genres,Puzzle,Simulation Game,Action,Education/Devices,Smartphone/Mobile Game Engines,Unreal Engine/Mobile Platforms,Android,iOS/Business Size,Business with 1-9 Employees/Other Skills|https://www.upwork.com/freelancers/~01d599baca50a88682?s=996364627857502208
11|Dubai, United Arab Emirates|95%|TOP RATED|$600K+|203|5,642|More than 30 hrs/week|English: Fluent|Blockchain developer - Web3 / Solidity / Golang|$80.00/hr|/Crypto Coins & Tokens Services,Smart Contract,Security Token Development,Initial Coin Offering,Stablecoin Development,Cryptocurrency Forking/Blockchain Platform,Tezos,Ripple,Ethereum,Bitcoin,TRON,MultiChain Platform/Blockchain & NFT Deliverables,Blockchain Security,NFT Minting,DApp Development,Blockchain Architecture,Layer 2 Blockchain,Crypto Exchange Platform,Blockchain Platform,Smart Contract,Blockchain Development/Other Skills,Fantom,Golang,Crypto Wallet,web3.js,Solana,React,Decentralized Exchange,Rust,Blockchain, NFT & Cryptocurrency,DApps,C++,Binance Coin,Solidity,Node.js|https://www.upwork.com/freelancers/~01314e94ce2c81c55b?s=1517518458471669760
1707|Frisco, United States|97%|TOP RATED||92||More than 30 hrs/week|English: Native or Bilingual,Portuguese: Fluent,Spanish: Fluent|The King of NFTs|$50.00/hr|/Blockchain & NFT Deliverables,Blockchain Architecture,DApp Development,3D Avatar,Blockchain Development,NFT,Blockchain Platform,Blockchain Security,Smart Contract,Crypto Exchange Platform,NFT Minting,Initial Coin Offering/Blockchain Platform,MultiChain Platform,Ethereum/Crypto Coins & Tokens Services,Initial Coin Offering,Smart Contract,Cryptocurrency Forking,Stablecoin Development/Other Skills|https://www.upwork.com/fl/~01b0109658110b6b9d?s=1517518458471669760
802|Karachi, Pakistan|Hours per week|||3|34|More than 30 hrs/week|English: Fluent|Technical Consultant (Hyperledger Fabric, Smart Contract, APIs)|$22.22/hr|/Blockchain & NFT Deliverables,Blockchain Architecture,Blockchain Development/Blockchain Platform,IBM Blockchain,Hyperledger Fabric/Crypto Coins & Tokens Services,Smart Contract/Other Skills,Spring Boot,TypeScript,Java,Apache Kafka,Apache Avro|https://www.upwork.com/freelancers/~013c92499f0950cc5e?s=1517518458471669760
1124|Lekki Peninsula, Nigeria|Prototyping|||5|40|As Needed - Open to Offers|English: Native or Bilingual,Afrikaans: Basic|"Figma prototype | Micro-interactions | Mockups | Design system"|$15.00/hr|/UX/UI Design Type,High Fidelity Design,User-Centered Design,User Interface Design,Button Design,Responsive Design,Interaction Design,Mobile App Design,Mobile UI Design,Web Design,User Experience Design/UX/UI Design Software,Figma/UX/UI Design Skills,Wireframing,Interactive Design,Interactive Mockup,Design Mockup,UI/UX Prototyping,Prototyping/Other Skills|https://www.upwork.com/freelancers/~019b8f2e89ed46f2d4?s=1044578476142100527
389|Karachi, Pakistan|100%|TOP RATED||36|49|As Needed - Open to Offers|English: Fluent,Urdu: Native or Bilingual,German: Basic|Prototyping & Manufacturing|$15.00/hr|/UX/UI Design Skills,Prototyping/Other Skills,Hardware Prototyping,Rapid Prototyping,Arts & Crafts,Prototype Model,3D Printing|https://www.upwork.com/freelancers/~01300095b4d0efc45c?s=1044578476142100527
264|Barranquilla, Colombia|99%|TOP RATED|$10K+|73|695|More than 30 hrs/week|English: Fluent,Spanish: Native or Bilingual,French: Conversational|Data analyst & Excel/VBA/Google Sheets/Apps Script Expert|$45.00/hr|/Scripting & Automation Deliverables,Dashboard,API Integration,Scripting,Automation/Scripting & Automation Skills,Google Apps Script,MetaTrader 4/Platform Expertise,Google Docs,Google Sheets/Other Skills,Code Refactoring,Data Science,Data Analysis|https://www.upwork.com/freelancers/~016223fa96b1e82021?s=1110580764771602432
764|Temple, United States|Scripting & Automation|||7||As Needed - Open to Offers|English: Native or Bilingual|Expert programmer proficient in several programming languages|$50.00/hr|/Scripting & Automation Deliverables,API Integration,Dashboard,Data Extraction,Automation,Data Mining,Data Scraping,Scripting,Web Crawling/Business Size,Business with 10-99 Employees,Business with 1-9 Employees,Business with 100-999 Employees,Business with 1000+ Employees/Scripting Languages,Microsoft Windows Powershell,JavaScript,JSON,Python,XML/Scripting & Automation Skills,Scrapy,Beautiful Soup,Selenium,Google Apps Script/Platform Expertise,Zapier,Microsoft Excel,Google Apps Script,Google Docs,Google Sheets/Other Skills|https://www.upwork.com/fl/~0107d6841ac9f532c3?s=1110580764771602432
683|Boston, United States|100%|TOP RATED PLUS||180|3,935|More than 30 hrs/week|English: Native or Bilingual|Brilliant Google Sheets Automation - Win More Time To Do What Matters|$100.00/hr|/Scripting Languages,JSON,JavaScript/Scripting & Automation Skills,Google Apps Script/Platform Expertise,Google Sheets,Google Docs,Integromat,Microsoft Excel,Google Apps Script/Scripting & Automation Deliverables,Automation,API Integration,Dashboard,Data Extraction/Other Skills,Google APIs,CSS,Google Charts|https://www.upwork.com/freelancers/~01b4608671365b5863?s=1110580764771602432
514|Lahore, Pakistan|100%|TOP RATED PLUS||11|1,242|As Needed - Open to Offers|English: Native or Bilingual,Urdu: Native or Bilingual|Scrum Master|$60.00/hr|/Scrum Master Tools,Microsoft Project,Jira,Microsoft Excel,GitLab,GitScrum,ScrumDo/Business Size,Business with 10-99 Employees,Business with 100-999 Employees,Business with 1-9 Employees,Business with 1000+ Employees/Scrum Master Skills,Scrum,Project Management,Agile Project Management/Other Skills,Agile Software Development,Product Backlog,User Stories,Team Building,Project Plans,Atlassian Confluence,Project Timelines,Management Skills,Team Management,Atlassian JIRA,Requirement Analysis,Business Analysis,Fortune 500 Company,Process Improvement,Coaching,Sprint Review,Process Development,Sprint Planning,Backlog Grooming,Scaled Agile Framework,Sprint Retrospective,Audio Mastering,DevOps,Portfolio Management|https://www.upwork.com/freelancers/~013b5fab99ff58537f?s=1110580764859682816
959|Delhi, India|Scrum Leadership|||1|74|More than 30 hrs/week|English: Native or Bilingual|Senior Project Manager, Scrum Master, Agile, JIRA I 8 years I CSM|$30.00/hr|/Scrum Master Skills,Agile Project Management,Scrum,Quality Assurance,Project Management/Scrum Master Tools,Jira,Trello,Basecamp,Zoho Sprints/Business Size,Business with 1-9 Employees,Business with 1000+ Employees,Business with 10-99 Employees,Business with 100-999 Employees/Other Skills|https://www.upwork.com/freelancers/~01c5088b83d3b0de57?s=1110580764859682816
1730|Krakow, Poland|99%|TOP RATED PLUS||555|14,280|As Needed - Open to Offers|English: Fluent|UX/UI design for SaaS Platforms and Web Applications|$55.00/hr|/UX/UI Design Deliverables,Mobile App,Prototyping,Landing Page,Mockup,Mobile App Redesign,Style Guide,User Flow,Website Redesign,Website,Sketching,Wireframing,User Experience,UI Graphics,Design & Usability Research,UX & UI,Web Form,Website Prototyping,User Experience Strategy,Website Navigation,Home Page/UX/UI Design Software,Figma,Adobe Illustrator,Axure RP,Adobe Photoshop,Balsamiq,Zeplin,InVision,Sketch,Marvel App,Fluid UI,Proto.io,Webflow/UX/UI Design Skills,Graphic Design,Usability Testing,Visual Communication,Journey Mapping,Information Architecture,UX Writing,Competitive Analysis,User Experience Strategy,UX Research,UI/UX Prototyping,Agile Project Management,Interactive Design,Wireframing,Prototyping,Interactive Mockup,Design Mockup/UX/UI Design Type,User Experience Design,Interaction Design,Responsive Design,Mobile App Design,Web Design,Software Design,User Interface Design,Adaptive Web Design,Mobile UI Design,Web Component Design,User-Centered Design,Navigation System Design,Human-Centered Design,High Fidelity Design,Custom Web Design,GUI Design,Button Design,Game UI/UX Design,Icon Design/Business Size,Business with 10-99 Employees,Business with 100-999 Employees,Business with 1-9 Employees,Business with 1000+ Employees/Other Skills,SaaS,UIKit,Product Design,UI Animation,Scrum,Web Application Audit,Dashboard,Android UI Design,Platform Designer,Design Concept,Web3,Game Design,Website Audit,Landing Page Design,Fortune 500 Company,Startup Company,Web UI,Analytics Dashboard,UX Wireframe|https://www.upwork.com/fl/~01e016e6650bc32128?s=1044578476142100545
735|Bogra, Bangladesh|92%|TOP RATED||492|4,257|As Needed - Open to Offers|English: Fluent|Professional UX/UI Design.|$13.00/hr|/UX/UI Design Skills,Visual Communication,Graphic Design/UX/UI Design Deliverables,Prototyping,Mockup,Sketching/UX/UI Design Software,Adobe Illustrator,Adobe Photoshop,Sketch/UX/UI Design Type,Responsive Design,Mobile App Design,Web Design/Other Skills,Recommendations Markup|https://www.upwork.com/freelancers/~0158e72110f08bc131?s=1044578476142100545
239|Kyiv, Ukraine|96%|TOP RATED PLUS||35|5,620|More than 30 hrs/week|English: Fluent,Russian: Native or Bilingual,Ukrainian: Native or Bilingual|UX/UI Design|$45.00/hr|/UX/UI Design Software,Figma,Adobe Illustrator,Adobe Photoshop,Adobe XD,Axure RP,Balsamiq/UX/UI Design Skills,Journey Mapping,User Experience Strategy,Visual Communication,Competitive Analysis,User Research,Heuristic Evaluation,Graphic Design,Information Architecture,Usability Testing/UX/UI Design Deliverables,Prototyping,Wireframing,Mockup,User Flow,Website Redesign,Sketching,Mobile App,Landing Page,Mobile App Redesign,Style Guide,Website/UX/UI Design Type,Web Design,Software Design,Interaction Design,Responsive Design,Mobile App Design,High Fidelity Design,Web Component Design,Icon Design/Other Skills|https://www.upwork.com/freelancers/~0104e7ce37929e3e56?s=1044578476142100545
937|Rajkot, India|Video Game Development|||7||More than 30 hrs/week|English: Fluent,Hindi: Fluent|"Expert Unity 3d Game Developer | AR Developer | 3d Artist | Texturing"|$20.00/hr|/Game Development Deliverables,Game Consultation,Bug Fix,Game,Game Design Document,Game Customization,Prototyping,Third-Party Integration,Performance Optimization,Mobile Game/Game Development Programming Languages,C#,JavaScript/Business Size,Business with 10-99 Employees,Business with 100-999 Employees,Business with 1-9 Employees/Age Groups,Ages 18+,Ages 16+,Ages 3+,Ages 12+,Ages 7+/Game Genres,Casual Game,Arcade Game,Card Game,First-Person Shooter,Education,Combat Game,Action,Adventure,Sports & Recreation,Puzzle,Online Multiplayer,Real-Time Strategy,Role-Playing Game,Simulation Game,Stealth Game/Platforms,Android,iOS,iPadOS,macOS/Game Engines,Unity/Devices,Personal Computer,Smartphone,Tablet/Other Skills,User Authentication,User Profile Creation,In-App Purchases,Augmented Reality,Social Media Account Integration|https://www.upwork.com/freelancers/~01204b01b92dfd6af4?s=1110580755233755136
1334|Lahore, Pakistan|100%|TOP RATED||13|291|More than 30 hrs/week|English: Fluent,Urdu: Native or Bilingual|"Game Developer | Game Tester"|$12.50/hr|/Platforms,Steam/Age Groups,Ages 12+,Ages 18+,Ages 16+,Ages 7+,Ages 3+/Game Genres,Real-Time Strategy,Simulation Game/Game Development Deliverables,Game Consultation,Third-Party Integration,Game Design Document,Performance Optimization,Game Customization/Game Engines,Unreal Engine/Devices,Personal Computer/Other Skills|https://www.upwork.com/freelancers/~01027d733cba5072bb?s=1110580755233755136
1873|Lahore City, Pakistan|88%||$200K+|40|387|As Needed - Open to Offers|English: Fluent,Panjabi, Punjabi: Native or Bilingual,Urdu: Native or Bilingual|"Website Designer | WordPress | Shopify | Ecommerce | Install Plugins"|$15.00/hr|/Web Design Deliverables,Icon Design,Landing Page,Website,Mockup,Email Design,Website Redesign/Business Size,Business with 1-9 Employees,Business with 10-99 Employees/Web Design Languages,HTML,HTML5,CSS 3,CSS,JavaScript,PHP/Website Builders & CMS Platforms,WordPress,Shopify/WordPress Plugins & Tools,Amazon Plugin,LinkedIn Plugin,Divi,Elementor,PayPal Plugin,W3 Total Cache,YouTube Plugin,Contact Form 7,Instagram Plugin,Facebook Plugin,All in One SEO Pack,Google AdSense Plugin,Yoast SEO,Twitter Plugin,Akismet,Gravity Forms,Slider Revolution,WooCommerce,BuddyPress,Mailchimp Plugin/Web Design Skills,Graphic Design,Web Development,Web Design,Responsive Design/UX/UI Design Software,Adobe Illustrator,Adobe Photoshop/Other Skills|https://www.upwork.com/freelancers/~0100752aff43c8ae75?s=1044578476142100494
1127|Novi Sad, Serbia|95%|TOP RATED PLUS||841|5,156|As Needed - Open to Offers|English: Native or Bilingual|Creative Web/Mobile Designer & UI/UX Expert|$40.00/hr|/Web Design Deliverables,Mockup,Website,User Flow,High Fidelity Design,Style Guide,Landing Page,Web Component Design,Prototyping,Email Design,Website Redesign,Sketching,Icon Design,Wireframing/Web Design Skills,Journey Mapping,UX Writing,Visual Communication,Graphic Design,Mobile App Design,Information Architecture,Responsive Design,User Research,Software Design,Web Design/Business Size,Business with 10-99 Employees,Business with 100-999 Employees,Business with 1-9 Employees,Business with 1000+ Employees/UX/UI Design Software,Figma,Adobe Illustrator,Zeplin,Adobe XD,InVision,Axure RP,Adobe Photoshop/Other Skills,Mobile App Redesign,User-Centered Design,Design Writing,Visual Presentation Design,UI Graphics,Information Design,Vector Art,Dashboard,UI/UX Prototyping,Design & Usability Research,Page Mockup,Vector Graphic,User Interface Design,User Experience,UX Research,User Experience Design,Illustration,Mobile Advertising,Fortune 500 Company,Startup Company,Brand Identity Design|https://www.upwork.com/fl/~0191c6a5239a6aa1c6?s=1044578476142100494
1419|London, United Kingdom|88%|||241|5,201|More than 30 hrs/week|English: Native or Bilingual|"Elementor Expert | Web Developer | WordPress Developer"|$50.00/hr|/UX/UI Design Software,Adobe Photoshop,InVision/Web Design Languages,SCSS,Sass,PHP,CSS,HTML5,CSS 3,JavaScript,XHTML,HTML/Business Size,Business with 1-9 Employees,Business with 10-99 Employees/Web Design Skills,Search Engine Optimization,Responsive Design,Web Development,Web Design,Visual Communication/Website Builders & CMS Platforms,WordPress/WordPress Plugins & Tools,Google AdSense Plugin,All in One SEO Pack,Twitter Plugin,WPLMS,Genesis Framework,LearnDash,Divi,Facebook Plugin,Contact Form 7,YouTube Plugin,Instagram Plugin,PayPal Plugin,bbPress,W3 Total Cache,Vimeo, Inc.,WP Rocket,Elementor,Thrive Themes,Gravity Forms,Mailchimp Plugin,GetResponse Plugin,BuddyPress,WooCommerce,LinkedIn Plugin,Slider Revolution,Yoast SEO/Web Design Deliverables,Website Redesign,Website,Landing Page/Other Skills,WordPress Bug Fix,WordPress Development,WordPress Backup,WordPress Customization,WordPress Migration,WordPress Consultation,WordPress Malware Removal|https://www.upwork.com/fl/~013f442b733b7e48d7?s=1044578476142100494
942|Dhaka, Bangladesh|95%|TOP RATED|$20K+|132|32|More than 30 hrs/week|English: Fluent,Malay: Fluent|15+ Yrs Expertise in Academic Research Writing, Revision & Publishing|$30.00/hr|/Academic & Research Writing Services,Report Writing,Editing & Proofreading,Dissertation Writing,Research Papers,Statement of Purpose,Case Studies/Other Skills,Academic Research,Article Writing|https://www.upwork.com/freelancers/~0146914ea0261776cd?s=1534904462442053632
1010|Lahore, Pakistan|98%|||42||As Needed - Open to Offers|English: Fluent|"Academic Writing Expert | Helping Students Achieve Highest Grades"|$20.00/hr|/Written Languages,English,Punjabi,Urdu/Academic & Research Writing Services,Report Writing,Case Studies,Dissertation Writing,Research Papers,Statement of Purpose,Editing & Proofreading,White Paper Writing/Academic & Research Writing Deliverables,Coursework Assignment,Presentations,Competitive Analysis,Report,Research Methods,Proposal,White Paper,Process Flow Diagram,Infographic,Google Charts/Other Skills,Social Media Content,Story Development,Cover Letter Writing,Speech Writing,Essay Writing,Story Concept,Short Story Writing,Content Rewriting,Episode Summary,Book Summary,Translation,Section Rewriting,CV/Resume Translation,Summary Report,Podcast Writing,Book Editing,Ebook Formatting,Ebook Writing,Ebook File Format,APA Formatting,Chicago Manual of Style,References & Citations,Application|https://www.upwork.com/freelancers/~018721f8e0316da722?s=1534904462442053632
537|Miramar, United States|100%|TOP RATED|$100K+|87|303|More than 30 hrs/week|English: Native or Bilingual|Email and Ad Virtuoso: Conversion Focused Cold Lead Specialist|$65.00/hr|/Industry,Fashion & Beauty,Education,Food & Beverage,Finance & Accounting,Health & Fitness,Sports & Recreation/Ad & Email Copywriting Services,Outreach Email Copywriting,Online Writing,Campaign Copywriting,Persuasive Writing,Email Deliverability,Email Communication,Email Copywriting,Sales Copywriting/Ad & Email Copywriting Deliverables,In-App Advertising,Google Ads,Ad Copy,Social Media Advertising,Headline,Facebook Advertising/Written Languages,English/Other Skills|https://www.upwork.com/fl/~0189cc628bcd2c6b70?s=1534904462156840960
1743|Chishtian, Pakistan|100%|TOP RATED||13|37|Less than 30 hrs/week|English: Fluent,Panjabi, Punjabi: Native or Bilingual,Urdu: Native or Bilingual|Email Copy that Converts: Solution for High-Impact Messaging|$20.00/hr|/Ad & Email Copywriting Services,Email Template Upload,Email Security,Email Marketing,Email Support,Email Campaign Optimization,Email Marketing Strategy,Email Deliverability,Email Spoofing,Campaign Copywriting,Email Sourcing,Email Testing,Email Campaign Setup,Email Copywriting,Email Communication,Email Etiquette,Sales Copywriting,Persuasive Writing,Email Template Development,Outreach Email Copywriting,Online Writing,Email Design/Ad & Email Copywriting Deliverables,Email Marketing Report,Ad Concept,Advertising Networks,Amazon PPC,Facebook Advertising,Advertising Research,Email Software,Sales Copy Review,Advertising Strategy,Social Media Advertising,Advertorial,Ad Copy,In-App Advertising,Press Advertising,Bing Ads,Google Ads,Broadcast Advertising,Podcast Advertising,Mobile Advertising,Flyer,Radio Advertising,Headline,In-Game Advertising,Outdoor Advertising,TV Advertising,Paid Media,Native Advertising,Paid Social/Industry,Science & Medicine,Health & Fitness,Travel & Hospitality,Supply Chain & Logistics,Fashion & Beauty,Art & Design,Media & Entertainment,Education,Sports & Recreation,Automotive,Government & Public Sector,Transportation,Life Science,Legal,Sales & Marketing,Energy & Utilities,Finance & Accounting,Food & Beverage/Written Languages,Hindi,Urdu,English/Other Skills,Sales Writing,About Us Page,Sales Funnel Copywriting,Sales Letter,Ad Campaign,Website Copywriting,Website Content,Landing Page,Blog Writing,Screenwriting,Scriptwriting,YouTube Video,SEO Writing,YouTube Ad,Food Writing,Book Writing,Telemarketing Scriptwriting,Instagram Ad Campaign|https://www.upwork.com/freelancers/~01b28059e1f2f49724?s=1534904462156840960
394|Lahore, Pakistan||||||||||/Ad & Email Copywriting Services,Outreach Email Copywriting,Email Copywriting,Sales Copywriting,Persuasive Writing/Industry,Travel & Hospitality,Tech & IT,Manufacturing & Construction,Fashion & Beauty,Health & Fitness,Food & Beverage/Written Languages,English/Ad & Email Copywriting Deliverables,Headline,Sales Copy Review,Ad Copy/Other Skills|https://www.upwork.com/freelancers/~01ad43f5f294830f79?s=1534904462156840960
973|Islamabad, Pakistan|||||||||||https://www.upwork.com/fl/~01546d8cd2bfd3c9be?s=1534904462433665024
1252|Oke-Aro, Nigeria|||||||||||https://www.upwork.com/freelancers/~017cbb8163f66d6d2a?s=1534904462433665024
175|Ludhiana, India|99%|TOP RATED PLUS|$30K+|633|11,548|More than 30 hrs/week|English: Native or Bilingual,Hindi: Native or Bilingual,Panjabi, Punjabi: Native or Bilingual|Business Writing I Pitch Decks I Presentations|$40.00/hr|/Business & Proposal Writing Deliverables,Business Plan,Executive Summary,Project Proposal,Investor Overview,Pitchbook/Other Skills,Business Services,Market Research|https://www.upwork.com/fl/~0103aa7b90fb0c90cb?s=1017484851352698963
699|Ibadan, Nigeria|93%|TOP RATED||74|209|As Needed - Open to Offers|English: Fluent|Business plan writing with financial projections|$20.00/hr|/Business & Proposal Writing Deliverables,Business Plan,Executive Summary/Industry,Sales & Marketing,Fashion & Beauty,Transportation,Media & Entertainment,Finance & Accounting,Retail & Consumer Goods,Health & Wellness,Energy & Utilities,Education,Real Estate,HR & Business Services,Aerospace,Amusement & Gambling,Architecture & Interior Design,Agriculture & Forestry,Aviation,Automotive,Food & Beverage,Government & Public Sector,Travel & Hospitality/Business & Proposal Writing Services,RFP Writing,Business Strategy,Proposal Writing,Business Analysis,Business Writing,Online Market Research,Editing & Proofreading/Written Languages,English/Other Skills,Immigration Business Plan,Marketing Strategy,Financial Analysis,Business Proposal Writing,Income Statement,Cash Flow Analysis,Startup Company,Market Analysis,Grant Writing,Balance Sheet,Business Plan Writing,Industry & Competitor Analysis,Financial Projection,SWOT Analysis,Business Planning & Strategy,Personal Business Plan,Pro Forma Statement,Cash Flow Modeling,Financial Planning,Pitch Deck,Financial Statement,PESTEL Analysis,Cash Flow Statement,Financial Analysis & Valuation,Target Market Research|https://www.upwork.com/freelancers/~01e6d62b381bc6d7eb?s=1017484851352698963
1392|Noshehra, Pakistan|67%|||54|37|As Needed - Open to Offers|English: Fluent,Urdu: Fluent|Business Plan Writer|$30.00/hr|/Business & Proposal Writing Deliverables,Executive Summary,Presentations,Company Profile,Speeches,Investor Overview,Letter,Business Plan,Project Proposal,Pitchbook/Business & Proposal Writing Services,Editing & Proofreading,Business Strategy,Business Analysis,Business Writing/Other Skills,QuickBooks Online,Business Planning & Strategy,Financial Planning,Animaker,Presentation Design,Intuit QuickBooks,Whiteboard Animation,Office 365|https://www.upwork.com/freelancers/~01df1e66a2b52ea39b?s=1017484851352698963
72|Wichita, United States|100%|TOP RATED||101|1,911|More than 30 hrs/week|English: Native or Bilingual,Spanish: Fluent|"Line Editor and Copy Editor | Memoir, Leadership, Self-Help"|$35.00/hr|/Copy Editing Services,Formatting,Book Editing,Line Editing,Copy Editing,Fact-Checking/Copy Editing Deliverables,Bibliography,Book/Written Languages,Castilian Spanish,English/Other Skills|https://www.upwork.com/freelancers/~01b10e58fe22aa7059?s=1110580753635725312
890|Otsego, United States|100%|||27|74|More than 30 hrs/week|English: Native or Bilingual|Proofreader and Copy Editor|$20.00/hr|/Copy Editing Services,Grammar & Syntax Review,Book Editing,Copy Editing,Line Editing/Copy Editing Deliverables,Website Content,Book,Sales & Marketing Collateral,Research Papers,Article,Blog Content/Written Languages,English/Other Skills,Beta Reading,Proofreading|https://www.upwork.com/freelancers/~0154e17e6aa21a5e8a?s=1110580753635725312
302|Birmingham, United Kingdom|100%|TOP RATED|$80K+|274|704|More than 30 hrs/week|English: Native or Bilingual|Fiction Writer / Creative Writer / Story Writer / Children's Writer|$59.00/hr|/Creative Writing Deliverables,Ebook,Novel,Short Story/Writing Genres,Children's Writing,Science Fiction,Fiction/Creative Writing Genres,Creative Writing,Science Fiction,Children's Literature/Creative Writing Services,Short Story Writing,Ebook Writing,Story Development,Poetry/Written Languages,English/Other Skills|https://www.upwork.com/freelancers/~0111a62251587b9e71?s=1017484851352698994
