job_id|freelancer_id|job_title|job_description|hourly_rate|weekly_hours_needed|project_length|experience_level|skills_required|earnings|feedback_for_freelancer|client_location|feedback_for_client|job_link
0|110|Developer needed for creating online form that generates document.|"This job involves completing a task that was unsuccessfully carried out by a previous freelancer.  The task involves creating an online form that, upon being completed by the user, produces a document called a ""consent order.""  The material appearing in the consent order shall be determined by the user's answers to the questions set out in the form.  The form may be accessed here: http://arsoftsolutions.in/chris/"||Less than 30 hrs/week|Less than a month|Entry level|||5.0|Australia Melbourne|5.00|https://www.upwork.com/jobs/~015b4188628b64e50d
0|541|Urgent Python Work|Job needs to be done in the next few hours. Must be available to work immediately.  ---  repo:  https://github.com/kk-digital/kcg-ml-sd1p4  In inference.py in stable_diffusion folder - there are two functions at the top of the file load a YAML file from the configuration directory.  I need the YAML file values hard coded as a python Config.py class in a Config.pr file, instead of loading from yaml.  And there is dynamic loading of python module, being passed from this YAML file. We need to stop it and force it to load from the module in the local directory in the repo. In the functions defined at the top of inference.py|$8.00|||Entry level|Python|$78.67|5.0|China Shanghai|5.00|https://www.upwork.com/jobs/~015076c24adce3be8d
0|541|Python program maintenance/improvement|I have a python program which does some signal processing of voice and then using DTW matches two signals..  The tasks are as follows:  - get this program running with a set of data (I prefere Spyder) ( 2hr) - try to understand the program, generally (4 hrs) - improve DTW algorithm, (will give you detail) ( 10 hours ) - collect data from multiple files into a single file (5 hours) - run with a different set of data,   (16 hours) - improve Graph quality to that of matlab. ( 16 hours)  We will do these step by step together. The time allowed is of course an approximation.  Let me know if interested.|$5.00|Less than 30 hrs/week|Less than a month|Intermediate|Python|$337.49||United States Berkeley||https://www.upwork.com/jobs/~016b079959c7a96afd
0|541|Data scientist (Macroeconomics, Investment, Finance)|B2B SaaS startup for the investment industry vertical seeks junior data scientist with some Python already to join a distributed team. Flexible work, friendly team. The pay starts low ($5/hr) but rises as you show your ability. Start with simple tasks and learn about us, then move onto more complex and challenging work. Thank you.|$5.00|More than 30 hrs/week|More than 6 months|Entry level|/Data Analytics Languages,Python|$1,013.34|5.0|United Kingdom Godalming|5.00|https://www.upwork.com/jobs/~0106e574c6e2ef1a29
0|541|Image Processing required using Python|We are looking at image processing using Python and deep learning, may be machine learning too or AI. We are not sure of exact words. What we are looking at is identifying fire/flame using a camera. Why Python is required? Because we do not want to use PC or a laptop to connect camera with. We want to connect the webcam or Pi Camera module with raspberry Pi and load the script on Raspberry pi which can handle python very nicely. May be Open CV is a good solution. Many filters must be applied to detect fire/flame reliably. I have seen some projects on internet which only detects fire using color but that is in sufficient because that detects yellow/orange LED and clothes also. we need more filters applied. If you are an expert on image processing and such detection, please contact soon. We would prefer to work with an individual freelancer rather than a Company. We can discuss further on private message board.|||||Artificial Intelligence,OpenCV,Raspberry Pi,Computer Vision,Artificial Neural Network,Machine Learning,Deep Learning,Microcontroller Programming,Python|$200.00||India Nashik|1.00|https://www.upwork.com/jobs/~01e6f540b134aaeab3
0|541|Data scientist for time-series classification|Hi Upwork,  We’re a VC backed startup based in Kenya working at the intersection of AgTech and FinTech. Looking for an elite data scientist with experience using TensorFlow/Keras for time-series classification (not forecasting) using a proprietary financial and agricultural dataset for credit risk segmentation.  In your reply, please explain the salient points of this post: https://www.analyticsvidhya.com/blog/2019/01/introduction-time-series-classification/|$15.00||More than 6 months||/Deep Learning Skills,Neural Network,Computer Vision/Deep Learning Tools,Keras,TensorFlow|$1,690.00|4.15|United States Cambridge|4.15|https://www.upwork.com/jobs/~017d60d03a6f0d0b0d
0|606|Building a cross-chain bridge from our EVM-based private network to Polygon|"We want to build a Cross-Chain Bridge from Our Private EVM-Based blockchain to the Polygon network. It has to be a ""Lock and Mint"" and ""Native Bridge"" or ""Generalized Message Passing Bridge"" as stated in this article: https://ethereum.org/en/developers/docs/bridges/  The bridge implemented by the LTO Network can be used as a template: https://github.com/ltonetwork/lto-erc20-token"||Less than 30 hrs/week|1 to 3 months||/Blockchain & NFT Deliverables,Blockchain Development,Blockchain Architecture/Blockchain Platform,Ethereum/Other,JavaScript,React,Solidity,Hyperledger Besu,Bridge|$3,035.00|5.0|United States Los Angeles|5.00|https://www.upwork.com/jobs/~017e4f1e17eff4dc29
0|606|Create ERC-20 Collab Tokens for collabuniverse.com|Creation of the following tokens built on top of Ethereum main-net to assist with fundraising for the corporation in advance of application release:  Ticker: CLLB Supply: 1 billion Decimals: 1000000000 * 10 ** 18  Tx Functions: Send approve transferFrom increaseAllowance decreaseAllowance mint burn ownershipChange ----------------- Only View Functions: allowance totalSupply name symbol decimals balanceOf  Logo attached for use as token symbol.||||Intermediate|Blockchain,Cryptocurrency,JavaScript,Node.js,Ethereum|$466.00|5.0|Canada Unionville|5.00|https://www.upwork.com/jobs/~0127f83cf71079ee96
0|606|Blockchain Support|We are needing some support with our nodes as well as a build out of a blockchain explorer.  1. Installation of 6 nodes and deployment to servers 2. Rebuild of our blockchain explorer.|||||Blockchain,Blockchain Development,Blockchain Architecture|$350.00|5.0|United States Buford|5.00|https://www.upwork.com/jobs/~01eddc5b730cbde86d
0|606|Smart Contract NFT Launch|We're looking for a Smart Contract expert to code our NFT mint page and smart contact for our NFT launch on the ethereum.  Must have written smart contacts and created NFT minting pages before.  Please apply with details of you previous projects.||Less than 30 hrs/week|Less than a month||/Blockchain & NFT Deliverables,Smart Contract,Blockchain Architecture/Blockchain & NFT Programming Languages,Ethereum,Node.js,JavaScript,Solidity/Other,Blockchain,Cryptocurrency,API|$5,500.00||United Kingdom Oxford|5.00|https://www.upwork.com/jobs/~0104c037c7d2b9b46a
0|606|Upgrade Existing Outdated Altcoin which has some issues|There is an issue with our coin. We have 2+ year outdated coin so we want to upgrade whole code with new features like new staking algo, Networking improves, optimized wallet and much more.|$50.00||1 to 3 months||Network Administration,Linux System Administration,Blockchain Architecture,daemon|$35,850.00|5.0|United States Los Angeles|5.00|https://www.upwork.com/jobs/~01299db54e404cf347
0|606|Setup iquidus for Bitcoin on Windows Server|I'm looking for someone to setup iquidus with MongoDB on Windows Server and show my how I can query the MongoDB server without the web interface.||||Intermediate|iquidus,Blockchain,MongoDB|$437.50||United States Northfield|5.00|https://www.upwork.com/jobs/~016a50ca5005018e63
0|606|Rosetta-sdk-go implementation.|Adding the rosetta-sdk-go into our blockchain.||||Intermediate|Python,Linux System Administration,Ruby,Kubernetes,DevOps,Ruby on Rails,Docker,React,JavaScript,Microsoft Azure|$1,800.00|5.0|United States Port St. Lucie|5.00|https://www.upwork.com/jobs/~010836cecd94c74de2
0|606|Setup Windows Server, Crypto Wallet and a Crypto Masternode|Setup Masternode on a Vultr account by using a windows server.||||Entry level||$400.00|5.0|United States Fort Collins|5.00|https://www.upwork.com/jobs/~01684a5a9620b0bfc9
0|606|NodeJS & Blockchain expert needed to Install and Customizen an Iquidus Block Explorer|A running, functional Iquidus block explorer for our cyrptocurrency. Our cryptocurrency is a multiple Proof-of-Work chain. We will provide access to an Ubuntu 18.04 LTS server.||||Intermediate|/DevOps Engineering Skills,MongoDB/Other,Node.js,JavaScript|$200.00|5.0|United States Chula Vista|5.00|https://www.upwork.com/jobs/~0177927cdf4fa1bbc1
0|606|DASH Masternode Setup|Need someone exprienced to help in the setup of DASH masternode. If possible to turn this setup process into a software, with easy installation steps.|||||/Emerging Tech Subjects,Blockchain,Cryptocurrency/Cryptocurrencies,Dash|$7,500.00||Japan Tokyo|5.00|https://www.upwork.com/jobs/~01def15e27f1ed947b
0|42|Website for ANIME NFT|We need someone creative and someone who has experience in NFT space. We are truly looking for the best designers that can complete this job to our satisfaction. Website is not to be made formal, but rather cool, minimalistic and aesthetic looking.||Less than 30 hrs/week|1 to 3 months||Web Design,Web Development,Graphic Design|$3,800.00|5.0|Croatia Zagreb|5.00|https://www.upwork.com/jobs/~0168b2a2bd2b2b6c29
0|42|Create new Webflow design and programming with CMS set up included|Hi everybody  We are a young yet already experienced advertising and creative agency from Switzerland. We make websites with Webflow and are currently very busy. Therefore we are looking for someone to support us with one of the upcoming projects - which has to start by the end of May at the latest.  Specifically, we are looking for someone who can take over the design and programming of the website. The former should already be done in the next 2-3 weeks.  The website will contain CMS pages, which also requires CMS integration. Specifically, the website is for a company that develops custom softwares. It will contain 5 pages: Home, Offer, References, About us, Contact.  The site should look modern and be built according to modern webflow standards.  The wireframe is developed by us. Together with the wireframe we will give you a detailed introduction to the client and his business.  If you are interested, feel free to contact me! I will be happy to discuss further details and conditions with you.  Cheers!|||||Web Design,Webflow,CSS,HTML,Graphic Design,Website,JavaScript,Responsive Design,Web Development|$3,150.00|5.0|Switzerland Winterthur|5.00|https://www.upwork.com/jobs/~0108110bb1c8271ccd
0|42|SaaS startup website design and development|We are an AI SaaS startup looking for a web developer to create and deploy an eye-catching, modern, and sleek website. The scope of work includes: 1. Selection of web hosting and CMS system i.e. Webflow, Hubspot, Wordpress, etc 2. Design and development of website interface, design, and UX 3. Collaboration with team to deploy website content  Qualifications: 1. Mature experience with CMS and web platforms such as Hubspot, Webflow, Wordpress 2. Experience with SaaS startup design language and branding. Experience with the AI industry is an asset  A full-scope document detailing the specifics of the project will be provided upon successful interviews.||Less than 30 hrs/week|Less than a month||/Web Design Deliverables,Wireframing,Prototyping,Mockup,Sketching,User Flow/Web Design Skills,Web Development,Graphic Design,Journey Mapping,Visual Communication,Search Engine Optimization/UX/UI Design Software,Figma,InVision/Website Builders & CMS Platforms,Squarespace,WordPress,Webflow/WordPress Plugins & Tools,Google AdSense Plugin/Web Design Languages,JavaScript,PHP,CSS,HTML5/Business Size,Business with 1-9 Employees/Other,HubSpot,Content Management System,UX Research|$9,720.00|4.7|Canada Waterloo|4.70|https://www.upwork.com/jobs/~010a5ae4744331d136
0|42|Webflow Developer with design eye and attention for detail.|Higher. Website build for talent platform using webflow.  This is a project rescue so some modules have already been started and can be built upon. https://rise-lp-eb3760b94488c37b3fbb3586089af38.webflow.io/  Based on the framework of Frontier. https://webflow.com/templates/html/frontier-agency-website-template  Looking for a webflow developer or agency that wants to create somthing beatiful, build in a way that can be updated, modified easily, a solid basis for a growing company. Needs a sharp eye for detail.  Expectations. very high level of finish, this could be the most beatiful website you have ever created. optimised to mobile and desktop. Some modules will need alternatives for mobile.  Ways of working. need full time dedication on this project with daily updates. The developer needs to be willing too collaborate. Dev needs design eye and sense of ownership, someone who can make the build look better than the design.  Technical requrimnts. typestyles kept to a mimumim and ensuring easy updates and tweaks - keep to an absolute minimum. All page elements, logos buttons as svgs. Images should be sharp on retina. Page load should be fast and optimated.  Feedback/Quality assurance Please ensure the design has been followed and all pages tested at all sizes at a minimum. Feedback will be given in person to the developer, the chat can be recored.  Launch phases. 1) landing page 2) rest of site We want to launch ASAP with a simple landing page, then gradiatlly realise the full site as it’s being build to enable us to preogress with the outbound campaign.  Pages in total: 4x  Modules (lot reused on subsiquent pages)  Prototype: https://www.figma.com/proto/Zca6InyS9YiMQSWP4dR3Np/RISE_Website_Prototype?node-id=747%3A4918&viewport=7363%2C3752%2C0.7456570863723755&scaling=min-zoom|$25.00|More than 30 hrs/week|1 to 3 months||/Business Size,Business with 1-9 Employees/Other,Webflow|$3,004.18||United Kingdom Bury|5.00|https://www.upwork.com/jobs/~01493e13427923af88
0|42|Seeking Partner Webflow Developer|"We are a design company called H/A Studio focusing on website/UI design, and we used Webflow for a long time for website development.  As our cases expand, we are looking for partner Webflow developers to work together in the long term. Will you be interested? If so, can you please share with us your Webflow development portfolio, skill sets, and give a general sense of your pricing?  We are looking forward to hearing from you!  -  Livia Zhang | CEO & Founder @ H/A Studio Ex-Facebooker, Cornell Alumni"|||More than 6 months|Intermediate|/Front-End Development Deliverables,Web Development,Responsive Design,Landing Page/Front-End Development Languages,JavaScript,CSS,HTML/Other,Webflow,Animation|$3,360.00|4.8|United States San Jose|4.80|https://www.upwork.com/jobs/~01a51245f39a1c3888
0|42|Webflow & Zapier Expert needed|I need a Webflow expert with the following experience.  Zapier Digital Ocean (Host) Gmail/Google Sheets integration  Must start right now.|$25.00|More than 30 hrs/week|3 to 6 months|Intermediate||$100.00|5.0|United States Gervais|5.00|https://www.upwork.com/jobs/~01d8b0e401b58f3469
0|42|Graphic designer|We are looking for a part-time graphic designer who can support our sales and marketing department with high-quality graphics and visuals for presentations and landing pages.  Required skills - Proficient in illustrator/indesign/photoshop or whatever tools that enable you to generate crisp graphics in all kinds of formats (svg, .ico, png, jpeg, gif, etc.) - Communicate with our team via Slack - Proficient with PowerPoint  Preferred skills - Webflow experience (we design our landing pages in Webflow and it would very helpful to have someone who can make design tweaks to the sites)  We appreciate creativity, meaning that we do not have to micro-manage all requests and come up with every detail ourselves.|$25.00|Less than 30 hrs/week|More than 6 months|Intermediate|/Graphic Design Deliverables,Social Media Imagery,Infographic,Banner Ad Design/Other,Website Asset|$2,200.00|5.0|Norway Oslo|5.00|https://www.upwork.com/jobs/~01dc75071783fe9dd9
0|42|Web site design on webflow|-------Before you proceed, check if you have experiences I expect:-------- 1. You must be a graphical person (If you don't know webflow, you at least need to be 10/10 in graphics, otherwise please don't proceed. You would need to provide developer handoffs) 2. You need to be able to design a modern, professional and sleek user interface (I DON'T care if you use stock graphics for 90% of it - I care about the end result) 3. You will need to have a proven track of designing professional web interfaces - I will ask some samples  --------------Deliverable----------------- I need a professional looking web site designed for me on webflow. 1. Creation and usage of the same color and graphics theme across the site 2. Usage of graphics, icons, typography 3. Usage of some animated graphics (lightly animated) within webflow 4. Site will need to work well on all devices (webflow accommodates this) 5. There is existing site swissline.org. You will be drastically improving it's current looks. The top video idea and menu can stay the same/very similar. But the rest needs to change drastically. You can reuse the content. You will be given an up do date version of it.  ----------Your next actions---------  1. Provide me with 3 of your best looking graphical works and explain me what exactly you did there? (Like you organised layout and chose colors, typography. You used some stock graphics or some things you made yourself). Short description for me to understand.||||Intermediate|/Web Design Deliverables,Mockup,Prototyping/Web Design Skills,Web Development,Graphic Design/Website Builders & CMS Platforms,Webflow|$1,700.00||Switzerland Morges|5.00|https://www.upwork.com/jobs/~01e8242cb8883e13a1
0|192|Webflow site needed today...timely needs today and moving forward too|"Hi my website is currently in a state of ""Coming Soon"" and it looks good, yet I need to add a couple of sections.  I need to do it today, have an important deadline.  It's 10:30 am here Pacific Time.  Are you available?  I need help as I'm not familiar yet with Webflow, and just need to meet a deadline and then work on it more after today too."|$25.00|Less than 30 hrs/week|Less than a month|Intermediate|Webflow,Front-End Development,Figma,Responsive Design,Web Development,HTML,CSS,Bootstrap,Website,HTML5,PSD to HTML,Project Management,CSS 3|$50.00||United States Las Vegas|4.85|https://www.upwork.com/jobs/~01d5cc40cc05eead59
0|192|💎 Skilled Front End Developer For Webflow 💎|Dear Freelancer,  Looking for a highly skilled and motivated front-end developer who can help us create an animated and interactive webpage!  I got on a regular basis a lot of work to get done, I am looking to work long term with you,  We are working with Webflow.  Björn|$25.00|More than 30 hrs/week|More than 6 months||HTML,Website,Webflow|$300.00||Switzerland Pratteln|1.00|https://www.upwork.com/jobs/~0159da000151b8b93a
0|192|Webflow developer (Figma to Webflow)|Message:  We are a small agency from Bergen, Norway. We are looking for someone that have experience with webflow development. We have the design already so it would be figma to webflow. Here is the project: https://www.figma.com/proto/Bx9D0i4H8hPv8mlrReWjan/Borgen-Byggservice-AS?node-id=238%3A448&starting-point-node-id=238%3A448 Our deadline is 2 weeks.||||Intermediate|Webflow,CSS,HTML,JavaScript,HTML5,Animation,Web Development|$100.00|5.0|Norway Nyborg|5.00|https://www.upwork.com/jobs/~0106847c660f2476fd
0|192|Fix Blog Post Links Appearance|Fix Blog Post Links Appearance: specifically currently the text and the image doesn't appear in the desired format||||Intermediate|/Website Builders & CMS Platforms,Webflow|$80.00|5.0|United States San Jose|5.00|https://www.upwork.com/jobs/~019fcfb6a600124a6c
0|192|Changes to Webflow website [approx 6 hours work]|SUMMARY OF JOB: 1. Optimize website speed (image optimization) 2. Create 2 new pages (regular website page) 3. Update one existing page (minor changes) 4. Add a small section on homepage (to link to new page)  WE ESTIMATE THIS JOB WILL TAKE ABOUT 6 HOURS.  We will give you the details as soon as the conversation starts.  Must be completed by end of day Friday.||||Intermediate|Webflow|$400.00|5.0|United Kingdom Stanmore|5.00|https://www.upwork.com/jobs/~010b8a0372b102540e
0|192|Junior Figma Designer & Webflow Developer|Hi there.  I'm looking for a junior Figma designer and a Webflow developer to help on multiple ongoing projects; if you consider yourself to be both, even better.  Please share just a few proud previous projects. I'll try to reply to everyone, and I'll ask for more links if needed.  I am looking for highly detail-oriented people who can't let things go until they achieve pixel-perfect work. If this sounds like you, I'd love to chat more.  What I can promise is continuous work on exciting projects. Although, I might start you with something more straightforward.  Best of luck, Goran||||Intermediate|/Web Design Languages,JavaScript/Web Design Deliverables,Prototyping,Website Redesign,Style Guide/UX/UI Design Software,Figma/Other,Webflow,Web Design,Web Development|$1,000.00|5.0|Croatia Zagreb|5.00|https://www.upwork.com/jobs/~0159b88296df599648
0|192|Responsive Webflow One-Pager|I need fast Webflow expert for responsive Webflow One-Pager with contact form and some simple text/picture animations.  +Imprint and Policy pages with simple text.  https://xd.adobe.com/view/f20c470f-3b90-41bb-b093-25b39ba7a99b-a75f/|||||Webflow|$130.00|5.0|Germany Passau|5.00|https://www.upwork.com/jobs/~01fc4e519f8eef9735
0|192|Xd to Webflow|Hi, I need someone to build a responsive, pixel perfect website in Webflow.  Here is the browser preview: https://xd.adobe.com/view/3e24b069-ee93-411c-b13e-0020f58bceac-6b77/  Website elements like Headlines, lists and Buttons need to have simple animations. Just decent.  In attachment is Xd file.|||||Webflow,Responsive Design|$180.00|5.0|Germany Passau|5.00|https://www.upwork.com/jobs/~012503f81fb706c2f0
0|928|Implementing Graph Traversal Algorithms|Creating a graph and implementing the graph traversal algorithms.n this project you need to implement graph algorithms. You will be building a graph network. In addition, you will need to build a profession and title dictionary. After that you will need to code and implement test cases for graph algorithms like BFS, DFS, Dijkstra’s and strongly connected components.||||Intermediate|Algorithm Development,Python|$5.00||United States Tampa||https://www.upwork.com/jobs/~019e95bbe73c446ab7
0|928|Coding assignment for C, C++, C#, Java, Python, Ruby|Coding with various programming languages: python, java, c, c++, c#, Ada, ruby.  It is 33 sets of problems.|||||/Software Development Tutoring Skills,C#,Ruby/Other,Java,Python,C++,Ada,C,coding programmer|$200.00|5.0|Thailand Thailand|5.00|https://www.upwork.com/jobs/~01794ff2a22ca31902
0|928|Java (Need help with Homework)|I need help with a homework assignment……!!!!!!!!!!!!||||Entry level|Java,Shortest Path,Graph Algorithm|$60.00|5.0|United States Colonial Heights|5.00|https://www.upwork.com/jobs/~01e82a2f00df809a89
0|928|"JAVA Expert required | Sub-quadratic sorting , graphs and algorithm analysis"|"JAVA Expert required | Sub-quadratic sorting , graphs and algorithm analysis To implement radixSort algorithm and establish running time complexity Tracing the execution for quicksort with median-of-three partitioning and a cutoff of 3. Full details will be communicated during selection process."|||||Java,Algorithm Development,JavaScript,Data Science|$115.00|5.0|United States Pembroke Pines|5.00|https://www.upwork.com/jobs/~01188300d2a563ffc2
0|928|Java (Need help with Homework)|I need help with a homework assignment. I have a solution however, I would like to refactor that code and write some explanation of how it works.||||Entry level|Java,Shortest Path,Graph Algorithm|$60.00|5.0|United States Colonial Heights|5.00|https://www.upwork.com/jobs/~01af68663af549e95b
0|928|Competitive programmer in Datastructures and algorithms|Required a competitive programmer who solved a lot of data structures and algorithmic problems, this is a time bound job so only experts please apply to it|||||Python,Algorithm Development,Data Structure,Software Development|$5.00|5.0|India Bangalore|5.00|https://www.upwork.com/jobs/~01976e0d91a3b7a27a
0|928|Tutor for Basic Algorithm Problems|Looking for someone with extensive knowledge of basic algorithms to help me solve recurrences, writing recurrences for worst case scenario for algorithms like merge sort, proving recurrences, drawing recursion trees, master theorem,  writing algorithms, etc.|||||Mathematics,Computer Science,Algorithm Development,proofs,Data Structure|$35.00||Canada Montreal|2.95|https://www.upwork.com/jobs/~0123f5a435b949d736
0|928|Algorithm Task in Java|Hi, I'm looking for Algorithms expert who can write a task in Java|||||Java,Algorithm Development|$30.00|5.0|Georgia Tbilisi|5.00|https://www.upwork.com/jobs/~01039517e44e286709
0|928|Algorithm, data structures questions|Need help with solving 4 algorithm questions. It is easy/medium data structures and algorithm questions. The code needs to be written in C++, Javascript or Java.  |$35.00|Less than 30 hrs/week|Less than a month||C++,Computer Science,Data Structure,Algorithm Development|$5.83||Kazakhstan Karaganda|3.00|https://www.upwork.com/jobs/~01b5d381ce4a5b4283
0|928|Problem Solving requirement in C, C++, JAVA, Python|We require a Set of Programmers who are capable of Problem-solving in mentioned Languages for Building up the Questions and Answers for Interview purpose If you are one who can Build Strong Program questions, then please ping me up.||||Intermediate|Java,C++,Python,API,Desktop Application,SQL,C#,JavaScript,Algorithm Development|$5.00||India Bangalore|3.10|https://www.upwork.com/jobs/~01318e89a46eb469ed
0|1163|Hi i need to automate my non indicator trading strategy|hi i need to automate my non indicator trading strategy its hard to explain here in words - you wont understand nothing- i need to explain it in call + show chart|$25.00|Less than 30 hrs/week|Less than a month|Intermediate|Cryptocurrency,Investor Overview,web3.js,cTrader,Technical Analysis,Publishing Fundamentals|$300.00|3.45|United Kingdom Manchester|3.45|https://www.upwork.com/jobs/~01b50cd63999ef1c44
0|1163|Develop MT5 EA|Develop an MT5 EA. I will send the full details after I accept you.||Less than 30 hrs/week|1 to 3 months|Intermediate|MQL 5,MetaTrader 5|$550.00|5.0|Australia Perth|5.00|https://www.upwork.com/jobs/~012dcdd040f0636d69
0|1163|Coding EA for MT4 (Martingale)|I need coding for simmilar EA that's being used in MT4 that is trading 1 pair: XAU/USD. It is based on Martingale system and works only on M1 timeframe.  Existing EX4 file in posession, along with MQ4 file (crypted)  Related setfiles also in posession.  Please inquire for more details.|||||MetaTrader 4,MQL 4,Forex Trading,Bot Development,Automation,MQL 5|$750.00|5.0|Croatia Zadar|5.00|https://www.upwork.com/jobs/~01ecc52ef34d340964
0|1163|Robot for risk management mt5|want a robot for meta trader 5 will give u conditions that should be present in it  |||||MQL 5,meta trader 5,Forex Trading|$40.00|5.0|Pakistan Wah Cantt|5.00|https://www.upwork.com/jobs/~01ab56caeabac9b3e2
0|1163|Higher highs Lower lows|I would like for someone to create Higher highs Lower lows for my expert advisor.||||Intermediate|C#,Automation,C++,MATLAB,Electrical Engineering,MetaTrader 4,MQL 4,MetaTrader 5,Scripting,MQL 5,Forex Trading,C,Bot Development,Python|$300.00||United Kingdom Halifax|5.00|https://www.upwork.com/jobs/~010c630e7b0c95b606
0|1163|Looking for Binary Options Trading Bot Developer|This is the strategy  Moving average exponential Trend trader strategy STC indicator - A better macd  Settings for ema - length to 200 EMA Colour to - white  The patterns must cross the blue line at any specific point to create an executable movement||Less than 30 hrs/week|1 to 3 months|Intermediate|Python,C++,Forex Trading,Bot Development,MetaTrader 4|$500.00|5.0|India Kolkata|5.00|https://www.upwork.com/jobs/~019a5ad9f5b9f6b4ed
0|1163|Forex Trader|Hi I'm looking for someone to help me setup expert advisor code for metatrader 4, for moving avarages exponential or simple. And I'm looking for 2 moving avarages one is slow and the other one is fast, and the inputs would be lot size, stop loss and take profit and moving averages inputs and I will need a bit of help setting up the expert advisor, is that something you can help me with.||||Intermediate|MQL 4,MetaTrader 4,MQL 5,MetaTrader 5,Forex Trading,C|$300.00|5.0|United Kingdom Halifax|5.00|https://www.upwork.com/jobs/~018578090f8a2b414e
0|1163|Looking for someone who knows exactly how to create bot with eabuilder.com|Hey  I have 2 bots with different strategies but I need to mix some strategies in only 1 bots with eabuilder.com.  There is one bot, it take too much trade during the day and the other one takes only one trade if there’s opportunity.  If you know how to use eabuilder.com just contact me and let’s start the job  Take care Bye||Less than 30 hrs/week|1 to 3 months||MetaTrader 5,MetaTrader 4,Trading Automation,Forex Trading,Trading Strategy|$100.00|5.0|France Paris|5.00|https://www.upwork.com/jobs/~0185192a578a6eeb98
0|1163|Need a trading bot to automate a trading strategy on Metatrader 4 or MT5|I need someone to create a trading bot that will automatically use my trading strategy and execute trades on metatrader 4 or metatrader 5.  The trading strategy will primarily use standard indicators like moving averages and a TDI indicator.   I'm looking for someone who has the skills to create this trading bot from my inputs and ensure that the bot follows the appropriate logic to enter and exit trades.  Please reply and let me know the details you need and the time and cost for you to create this tradng bot.||Less than 30 hrs/week|1 to 3 months|Intermediate|MetaTrader 4,MQL 4,Forex Trading,MQL 5,Automation|$150.00|5.0|United States Charlotte|5.00|https://www.upwork.com/jobs/~010c2f1bf461e98edf
0|1163|Trading mentor|Someone who does investments i and can teach some things about them and how i can invest a good amount of cash and be in profit at leaset 12% yearly|$93.33|Less than 30 hrs/week|Less than a month||Financial Analysis,Cryptocurrency,Bitcoin,Ethereum|||Germany Hamburg|2.00|https://www.upwork.com/jobs/~01a14adde4437a37de
0|1297|Front-end Vue.js Web Developer|Kentech Software requires an experienced front-end web developer with Vue.js skills. There are 3-4 projects currently requiring this developer therefore full-time hours are available.  Key skills: - Vue.js - State management (Vuex) - Custom Vue components - Component libraries (Vuetify, Bootstrap etc) - Javascript - HTML - CSS - API consumption - CMS  Experience Required: - 3 years Javascript/HTML/CSS experience - 2 years Vue.js experience - Use of Vuetify a bonus - CMS (Wordpress) a bonus - Node.js/Express API experience a bonus  The ideal candidate is someone who wants to work on new exciting projects using the latest tech stacks and front end frameworks. There is no legacy code to maintain, these are all new projects. We are looking for a developer who can commit to full-time hours and is quick but proficient at what they do. We have hard deadlines to achieve in the next 2-3 months. I am not looking for someone who is juggling several projects and is unavailable to communicate regularly.  If applying, please provide links to Github for Vue.js projects and links to the websites you have worked on.||More than 30 hrs/week|3 to 6 months|Entry level|/Front-End Development Languages,HTML,HTML5,JavaScript/Front-End Development Skills,Vue.js/Other,Web Design,CSS 3,Web Development|||United Kingdom Batley|5.00|https://www.upwork.com/jobs/~01e36a9d78121341a0
0|1297|I need web designer and developers for long term|I need a team of approx 4 to 6 members team for developing a home selling website in latest technology laravel framework. I need this work done soon as soon possible because it's already too late. I am ready to give you high price if it's develop according to my time period.||More than 30 hrs/week|3 to 6 months||PHP,Laravel,Vue.js,MySQL Programming||5.0|New Zealand New Zeland|5.00|https://www.upwork.com/jobs/~011e3ad0fa90988082
0|1297|Hiring Laravel & Vue.js Expert|Looking for a strong Laravel and Vue.js developer to work on a fin-tech related website. You will be working with a team of programmers in this full-time project. There is excellent project management in this company and you will work with delightful colleagues. The project is already well underway but we are still looking for new team members to join us. The project is led by two senior developers so you will have ample chance to learn and improve yourself.  Preference is given to candidates that attach a code sample, in particular we are looking for example of PHP classes you have written such as PHP service classes.||More than 30 hrs/week|More than 6 months|Entry level|/Full Stack Development Skills,Vue.js/Databases,MySQL/Full Stack Development Languages,PHP,JavaScript||5.0|Canada Chilliwack|5.00|https://www.upwork.com/jobs/~0195b0b4f52e58fc44
0|641|utility token, ICO and Website sale|I am Hans Sinte-Maartendijk and am one of the founders of Hydromotion. Our target is to finance our company with crowdfunding (utility tokens) which is divided into 5 finance rounds. One pre-sale round and 4 seperate rounds to finance the different stages in our business plan.  We would like to sell our utility coins through our own website, using WP. Each round has a hard stop and a certain selling price.  I think we need your professional help to start this off. How much is the cost from start to finish (create coin . selling through the website) cost?  Thanks Hans||Less than 30 hrs/week|Less than a month|Intermediate|Cryptocurrency,Initial Coin Offering,JavaScript|$2,300.00|5.0|Germany Grünstadt|5.00|https://www.upwork.com/jobs/~012a039600ee18a859
