job_id,hourly_rate,freelancer_id,weekly_hours_needed,project_length,skills_required,earnings,feedback_for_freelancer,client_location
1836,$150.00,1740,0,0,"['Leadership Skills', 'Life Coaching', 'Change Management', 'Management Development', 'Management Consulting', 'Career Coaching', 'Entrepreneurship', 'Psychology', 'Leadership Development', 'Communication Strategy', 'Executive Coaching', 'Business Coaching', 'Grant Writing', 'Grant Research & Prospect List']",150.0,5.0,Europe
1837,,353,2,0,"['Logo Design', 'Motion Graphics']",85.0,5.0,North America
1838,$15.00,867,0,2,['Language tutoring'],75.0,5.0,Europe
1839,,388,2,0,"['Copywriting', 'Content Writing', 'Creative Writing', 'Ad Copy', 'Writing', 'Headline', 'English', 'Sales Writing', 'Social Media Content']",30.0,3.0,North America
1841,$45.00,1733,0,3,"['CAD Services', '2D Design', '3D Design', 'CAD Drafting', 'Other', 'Geometric Dimensioning & Tolerancing', 'Calculation', 'CAD & CAM Software', 'English', 'Communication Skills']",555.0,3.0,North America
1842,,359,2,0,"['Copywriting', 'Editing & Proofreading', 'Scriptwriting', 'Marketing Advertising']",812.51,3.0,Europe
1843,,1814,2,0,"['Content Writing Services', 'Editing & Proofreading', 'Other', 'Resume Writing', 'Resume', 'Content Writing', 'Business Writing', 'Creative Writing', 'Writing', 'English']",50.0,3.0,Oceania
1844,,975,2,0,"['Content Writing Services', 'Content Writing', 'Copywriting', 'Content Writing Deliverables', 'Product Page', 'Case Studies', 'Other', 'Narrative', 'Blog Writing', 'Retail & Consumer Goods', 'Financial Writing', 'English']",250.0,5.0,Europe
1845,,10,2,0,"['YouTube Monetization', 'Scriptwriting', 'YouTube Development', 'Writing', 'YouTube Channel Intro', 'Blog Writing', 'Article Writing', 'Ghostwriting', 'Video Editing', 'Content Writing', 'YouTube', 'Video Post-Editing', 'US English Dialect', 'English', 'Copywriting']",40.0,4.15,Europe
1847,$25.00,1485,0,0,"['Logo Design', 'Graphic Design']",150.0,3.75,North America
1849,,1463,1,0,"['Legal Writing', 'Proofreading']",160.0,3.0,North America
1851,,23,0,1,"['Immigration Law Skills', 'H-1B Visa', 'Other', 'Paralegal', 'lawyer', 'Immigration Law', 'Legal']",125.0,5.0,North America
1853,,1367,2,0,"['Arabic', 'Hebrew']",200.0,3.0,North America
1854,$85.00,1459,0,0,"['Limited Liability Company', 'Legal', 'Legal Consulting', 'Corporate Law']",240.83,5.0,North America
1855,,163,2,0,"['Data Visualization Deliverables', 'Data Visualization', 'Digital Mapping', 'Other', 'R', 'GIS']",65.0,5.0,North America
1856,$22.22,1474,0,3,"['Jewelry Design', '3D Modeling', '3D Rendering', '3D Design']",29.63,3.0,Oceania
1857,,1473,2,0,"['Industry', 'Legal', 'General Counsel Skills', 'Basic Employment', 'Other', 'Legal Consulting', 'Writing', 'Public Speaking', 'Researcher', 'Communications']",812.51,5.0,North America
1858,,175,2,0,"['Business Plan', 'Business Writing', 'English', 'Researcher', 'Finance & Accounting']",812.51,5.0,North America
1859,,890,2,0,"['Editor', 'English', 'Proofreading']",5.0,5.0,Europe
1860,$25.00,1047,0,3,"['Requirement Analysis', 'Business Analysis']",25.0,1.0,Asia
1861,,1358,0,0,"['Information Security', 'Network Security', 'Internet Security', 'Security Infrastructure']",780.0,5.0,Europe
1862,,1311,2,0,"['Tax Preparation Deliverables', 'Goods & Services Tax', 'Sales Tax']",50.0,3.0,Europe
1863,,734,2,0,"['Data Entry', 'Lead Generation', 'Researcher', 'Microsoft Excel', 'Spanish', 'Database']",812.51,4.3,Europe
1864,,309,2,3,"['Off-Page SEO', 'Search Engine Optimization', 'On-Page SEO', 'SEO Keyword Research', 'SEO Backlinking']",812.51,4.6,North America
1867,,352,0,0,"['Paralegal Skills', 'Legal Research', 'Other', 'Contract Law', 'Legal Assistance', 'Legal Consulting', 'Legal Writing', 'Paralegal']",970.0,4.85,North America
1868,,328,2,0,"['ESP32', 'Arduino Firmware', 'Microcontroller Programming', 'Arduino', 'C++']",100.0,3.0,Oceania
1870,,1131,2,0,"['Resume Writing', 'Recruiting', 'Content Development', 'CV', 'Content Strategy', 'Essay Writing', 'Data Visualization', 'Creative Writing', 'Data Modeling', 'Article Writing', 'Cover Letter Writing', 'Blog Writing']",120.0,5.0,North America
1871,$127.00,1824,0,3,"['Search Engine Marketing Services', 'Marketing Audit', 'A', 'B Testing', 'Other', 'Google Ads', 'Google Analytics', 'Pay Per Click Advertising', 'PPC Campaign Setup & Management', 'SEO Keyword Research', 'Search Engine Optimization', 'Search Engine Marketing', 'Campaign Reporting']",994.83,5.0,North America
1873,$85.00,217,0,0,"['Business Analysis & Strategy Skills', 'Business Modeling', 'Business Valuation']",170.0,4.8,North America
1875,$12.00,414,1,1,"['Lead Generation Services', 'Social Media Lead Generation', 'Other', 'Data Scraping', 'Lead Generation', 'Data Mining', 'Prospect List', 'Email Marketing', 'Researcher', 'List Building', 'Ecommerce Marketing', 'Social Media Advertising']",120.0,5.0,North America
1876,$36.67,558,1,3,"['UX', 'UI Design Type', 'Web Design', 'UX', 'UI Design Skills', 'Graphic Design', 'UX', 'UI Design Software', 'Adobe Illustrator', 'Adobe Photoshop', 'Other', 'HTML5', 'CSS', 'Adobe Creative Suite', 'User Interface Design']",9198.08,5.0,North America
1878,,1772,0,0,['Administrative Support'],812.51,5.0,North America
1879,,996,0,0,"['YouTube Development', 'YouTube', 'Video Post-Editing', 'Social Media Marketing', 'Organic Traffic Growth']",100.0,3.0,North America
1880,$59.00,558,0,0,"['Editorial Design Software', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign', 'Editorial Design Skills', 'Layout Design', 'Print Design', 'Other', 'Graphic Design']",747.34,5.0,Oceania
1881,,996,0,0,"['YouTube SEO', 'YouTube Development', 'Data Entry', 'YouTube Marketing', 'YouTube Subscribers', 'Digital Marketing', 'Prospect List', 'Social Media Content', 'YouTube Views', 'YouTube Monetization', 'YouTube', 'Video Production', 'Google Ads', 'Facebook Ads Manager', 'Social Media Marketing']",60.0,3.0,North America
1882,,87,2,0,"['Content Writing Services', 'Researcher', 'Content Writing', 'Other', 'Blog Writing', 'Article Writing', 'SEO Writing', 'Creative Writing']",200.0,3.0,North America
1883,,906,2,0,"['Photography Genres', 'Fashion & Beauty', 'People']",40.0,5.0,North America
1885,,277,2,0,"['Transcription Types', 'Video Transcription', 'Business Transcription', 'Other', 'English']",812.51,3.0,North America
1886,,540,2,0,"['Front-End Development Skills', 'WordPress', 'Front-End Development Languages', 'CSS', 'HTML', 'HTML5', 'JavaScript', 'Other', 'Web Design', 'Web Development']",250.0,5.0,North America
1887,,48,2,0,"['Audio Editing', 'Audio Production', 'Audio Mastering', 'Podcast', 'Audio Post Production', 'Audacity']",40.0,3.0,North America
1888,,277,2,0,"['Transcription Deliverables', 'Lecture Notes', 'Transcription Types', 'Business Transcription', 'Audio Transcription', 'Video Transcription', 'Languages', 'US English Dialect', 'Other', 'General Transcription', 'Meeting Notes', 'Microsoft Word', 'Typing', 'English']",812.51,5.0,North America
1889,,573,0,0,"['SurveyMonkey', 'Typeform', 'Presentations', 'Internet Survey', 'Survey Design', 'Data Visualization', 'Consumer Research', 'Researcher', 'Microsoft PowerPoint', 'Market Research']",30.0,5.0,North America
1891,,807,2,0,"['Database Development Deliverables', 'Database Design', 'Databases', 'Microsoft SQL Server', 'Other', 'Microsoft SQL Server Programming', 'work bench']",37.0,3.0,Asia
1892,,1661,2,0,"['Virtual Assistant', 'Customer Service', 'Virtual Assistance', 'Administrative Support', 'Communications']",10.0,5.0,Asia
1893,,1461,2,0,"['Network Administration Skills', 'VPN', 'Network Equipment', 'Other', 'Microsoft Azure', 'Windows Server', 'azure vpn', 'Fortinet']",50.0,5.0,North America
1894,$3.00,1850,0,0,"['Lead Generation', 'Market Research', 'Data Scraping', 'Researcher', 'Data Mining', 'Data Entry', 'Contact List', 'List Building', 'Prospect List']",15.0,5.0,North America
1895,$50.00,22,0,0,"['UX Prototyping', 'Dashboard', 'Graphic Design', 'User Experience Design']",1650.0,5.0,North America
1897,,1607,0,0,"['Business Applications Development Services', 'Software Integration', 'Business Applications Consultation', 'Business Applications Expertise', 'HubSpot', 'Marketing Automation Software', 'CRM Software', 'Business Size', 'Business with 10-99 Employees', 'Business Applications Development Deliverables', 'Automated Workflow', 'Other', 'DocSend', 'Zapier', 'Customer.io', 'MarTech', 'API Integration', 'SaaS', 'Marketing Automation', 'Application Integration', 'Startup Company', 'Software Developer']",812.51,5.0,North America
1898,,1815,2,0,"['Translation', 'English', 'German to English Translation', 'English to German Translation', 'German']",85.0,5.0,Asia
1899,$45.00,264,0,1,"['Google Sheets', 'Microsoft Excel', 'Spreadsheet Software']",810.0,5.0,North America
1900,,450,2,0,"['General Translation Deliverables', 'Subtitles', 'Other', 'English to Japanese Translation', 'General Transcription', 'Video Editing', 'English', 'Japanese']",165.0,3.0,Asia
1902,$25.00,48,0,1,"['Audio Editing', 'Audio Post Production', 'Sound Mixing', 'ACX', 'Audio Production']",350.0,5.0,North America
1905,,811,2,0,"['Copywriting Services', 'Copywriting', 'Content Writing', 'Other', 'Writing', 'Sales Writing', 'Creative Writing']",100.0,5.0,Europe
1906,,1515,0,3,"['SEO Services', 'SEO Keyword Research', 'Content SEO', 'On-Page SEO', 'Technical SEO', 'SEO Strategy', 'SEO Audit', 'Shopify SEO', 'Local SEO', 'SEO Tools', 'Google Analytics', 'Other', 'SEO Backlinking', 'Search Engine Optimization', 'SEO Audit', 'SEO Performance', 'Organic Traffic Growth']",812.51,5.0,Oceania
1907,,1279,2,0,"['AR', 'VR Design Deliverables', 'AR Filters & Lenses', 'Other', 'Snapchat']",1650.0,5.0,Europe
1908,$35.00,460,0,0,"['Research Papers', 'College & University', 'Academic Writing', 'Tutoring', 'Editing & Proofreading', 'Essay Writing', 'Academic Editing', 'Academic Research', 'Academic Proofreading', 'Article Writing', 'Academic Researcher', 'Content Writing', 'Writing', 'Research Proposals', 'Qualitative Research']",64.17,5.0,Europe
1909,$10.50,241,0,1,"['Virtual Assistance Focus', 'Virtual Assistance', 'General Virtual Assistance Skills', 'Email Communication', 'Scheduling', 'Other', 'Virtual Assistant', 'Social Media Plugin', 'Instagram Plugin', 'YouTube', 'Communications']",108.5,5.0,North America
1911,,1104,0,0,"['Video Editing', 'Cinematography', 'Videography', 'Marketing', 'Video Production']",230.0,3.0,North America
1913,,771,2,0,"['Graphic Design Services', 'Brand Identity Design', 'Other', 'Graphic Design', 'Adobe Photoshop', 'Adobe Illustrator', 'Infographic', 'Website Asset', 'Logo Design']",50.0,5.0,North America
1916,,587,2,0,['Social Media Marketing'],812.51,5.0,North America
1918,,309,2,0,"['Social Media Management', 'Social Media Marketing', 'Instagram']",812.51,5.0,Oceania
1919,,84,0,0,"['Constant Contact', 'Mailchimp', 'Lead Generation', 'Copywriting', 'Customer Relationship Management', 'Social Media Marketing', 'Writing', 'Communication Strategy', 'Product Description', 'English', 'Content Writing', 'Sales Writing', 'Ad Copy', 'Communications']",220.0,3.0,North America
1920,,859,2,0,"['Adobe Photoshop', 'Illustration', 'Adobe Illustrator', 'Graphic Design', 'T-Shirt Design', 'Concept Artistry', 'Print Design', 'Drawing', 'Fine Art']",300.0,5.0,North America
1922,$42.00,1794,0,0,"['Editor', 'Proofreading', 'Academic Editing', 'Academic Writing', 'Writing', 'Error Detection', 'English']",161.0,5.0,North America
1923,,1815,2,0,"['English', 'German']",1504.95,3.0,Europe
1924,,1162,2,0,"['Unreal Engine', 'C++', 'Game Design']",160.0,5.0,North America
1925,,801,0,1,"['Web Design Deliverables', 'Sketching', 'Landing Page', 'Prototyping', 'Mockup', 'Website', 'Style Guide', 'Web Design Skills', 'Web Development', 'Graphic Design', 'Business Size', 'Business with 1-9 Employees', 'Other', 'gsuites']",72.0,3.0,North America
1926,,1104,0,0,"['Videography', 'Video Editing', 'Video Animation', 'Video Production', 'Video Stream', 'Zoom Video Conferencing', 'Video Upload']",1800.0,5.0,North America
1927,,1588,0,1,"['Google Ads', 'Google Analytics', 'Google Tag Manager', 'SEO Audit', 'Ecommerce', 'PPC Campaign Setup & Management']",400.0,5.0,Oceania
1928,,132,2,0,"['Structural Engineering Deliverables', 'Steel Detail Drawing', 'Drafting']",80.0,5.0,Oceania
1929,,1637,2,0,"['Data Extraction Deliverables', 'Data Extraction']",290.0,5.0,North America
1930,,1456,2,0,['SEO Backlinking'],2520.0,5.0,Asia
1931,,587,0,1,"['HubSpot', 'HubSpot Professional']",812.51,3.5,Asia
1932,,228,2,0,"['Ghostwriting Deliverables', 'Ebook', 'Speeches', 'Script', 'Screenplay', 'Novel', 'Article', 'Blog Content', 'Biography', 'Autobiography', 'Lyrics', 'Website Content', 'Ghostwriting Services', 'Ghostwriting', 'Editing & Proofreading', 'Fact-Checking', 'Researcher', 'Other', 'Ebook Writing', 'Humor Writing', 'Writing', 'Ghostwriting', 'Article Writing', 'Fiction Writing', 'Speech Writing', 'Copywriting', 'Creative Writing', 'Content Writing', 'Blog Writing', 'Content Editing', 'Proofreading', 'Editor', 'Book Writing', 'Social Media Marketing', 'Technical Writing', 'Online Writing', 'Content Creation', 'Microsoft Excel', 'Comedy', 'Nonfiction', 'Romance', 'Poetry', 'Young Adult', 'Fiction', 'Fantasy', 'Drama', 'Science Fiction', ""Children's Writing"", 'Thriller', 'Crime', 'Dystopian', 'Mystery', 'Satire', 'English', 'US English Dialect']",812.51,5.0,North America
1933,,389,2,1,['Craft CMS'],1320.0,5.0,Oceania
1934,,217,0,0,"['Business Analysis & Strategy Skills', 'Business Process Modeling', 'Business Intelligence', 'Other', 'Business Analysis', 'Human Resource Management', 'Product Management', 'Agile Software Development', 'Lean Consulting', 'Microsoft Power BI', 'Process Improvement', 'Flowchart', 'Project Management Professional', 'Project Plans']",730.0,3.0,North America
1935,$15.00,472,2,1,"['Data Entry', 'Writing', 'Researcher']",12.5,5.0,North America
1936,,1512,0,0,"['Trademark Consulting', 'Contract Drafting', 'Contract Law', 'Intellectual Property Law', 'Business Plan', 'Patent Law', 'Wireless Communication', 'Patent', 'Science', 'Tech & IT']",350.0,3.0,North America
1937,,413,2,0,"['Video Production Deliverables', 'Corporate Video', 'Other', 'Video Editing', 'Videography', 'Testimonial Video', 'Video Production', 'Video Post-Editing', 'Graphic Design', 'English']",5000.0,3.0,North America
1938,,1272,0,0,"['Tax Preparation', 'Accounting', 'Tax Law', 'Financial Accounting', 'CPA', 'Bookkeeping']",812.51,5.0,Europe
1940,,1342,2,0,"['Systems Expertise', 'Google Cloud Platform']",40.0,5.0,North America
1942,,1273,2,0,"['Marketing Strategy', 'Branding', 'Brand Positioning', 'Mission Statement']",812.51,5.0,North America
1943,,1814,2,0,"['Content Writing Services', 'Editing & Proofreading', 'Other', 'Resume Writing', 'Cover Letter Writing', 'English', 'Writing', 'Content Writing', 'Resume']",330.0,5.0,North America
1944,,1,0,0,"['API', 'Flask', 'Python']",812.51,5.0,Europe
1946,$20.00,48,0,0,"['Audio Editing Software', 'Audacity', 'Other', 'Audio Editing', 'Podcast']",286.68,3.0,Oceania
1947,,1514,2,0,"['Market Analysis', 'Researcher', 'Market Research']",812.51,3.0,North America
1948,$5.00,439,0,3,"['Facebook', 'Data Entry', 'Administrative Support']",272.5,5.0,North America
1949,,1269,0,0,"['Contract Law', 'Legal Consulting', 'Legal Writing']",325.0,5.0,North America
1951,$16.00,414,0,1,"['Lead Generation Services', 'Social Media Lead Generation', 'Other', 'LinkedIn Recruiting', 'Social Media Marketing', 'B2B Marketing', 'Lead Generation', 'Affiliate Marketing', 'Lead Nurturing', 'Researcher', 'B2C Marketing']",3402.67,5.0,North America
1952,$60.00,713,0,1,"['Thai', 'English', 'Live Interpretation', 'Translation', 'English to Thai Translation', 'Thai to English Translation']",120.0,5.0,North America
1953,,583,2,0,"['Graphic Design Software', 'Adobe Photoshop', 'Other', 'Product Label']",800.0,5.0,North America
1954,$15.00,1038,0,2,['Copywriting'],65.0,4.0,North America
1955,,23,0,0,"['Paralegal', 'Immigration Law', 'H-1B Visa', 'Work Visa', 'Employer Sponsored Visa', 'Green Card']",175.0,5.0,North America
1956,$25.00,1047,0,0,"['Business Analysis & Strategy Skills', 'Business Analysis', 'Other', 'BRD', 'Supply Chain & Logistics', 'Stakeholder Management', 'Microsoft Excel', 'Supply Chain Management']",162.5,5.0,Europe
1957,,540,2,0,"['Website Builders & CMS Platforms', 'WordPress', 'Web Design Languages', 'PHP']",25.0,5.0,North America
1958,,427,0,1,"['Platform Expertise', 'Google Apps Script', 'Other', 'API', 'Google Sheets', 'API Integration', 'SEMrush', 'Moz', 'Ahrefs']",812.51,5.0,Asia
1959,,1368,0,0,"['Audio Engineering', 'Audio Mastering', 'Audio Restoration', 'Audio Editing', 'Audio Post Production', 'Audio Production', 'Sound Mixing', 'Video Intro & Outro', 'Noise Reduction']",1670.0,5.0,Europe
1960,,1473,0,0,"['Legal Research', 'Paralegal', 'Nonprofit Organization', 'Copy Editing', 'Policy Writing', 'Workplace Safety & Health', 'Legal Research', 'Legal Consulting', 'Business Services', 'Contract Drafting', 'Contract Negotiation', 'Contract Law']",812.51,5.0,North America
1963,,632,2,0,"['Copywriting Services', 'Copywriting', 'Other', 'English']",50.0,3.0,Europe
1964,$75.00,1385,2,0,"['Contract Law', 'Business Services']",500.0,3.0,Europe
1965,,332,2,0,"['Musical Instruments', 'Drum']",100.0,3.0,North America
1970,$38.00,107,2,2,"['Xero', 'Bank Reconciliation']",2248.36,4.85,North America
1971,$40.00,1368,0,0,"['DaVinci Resolve', 'Audio Editing', 'Audio Post Production', 'iZotope RX']",60.1,5.0,Europe
1974,,359,0,1,"['Digital Marketing Types', 'Content Marketing', 'Other', 'Webinar', 'Webinar Jam', 'Internet Marketing', 'Copywriting']",812.51,3.0,North America
1977,$90.00,1432,0,1,"['Microsoft Access Programming', 'Microsoft Access', 'Data Entry']",1125.0,3.0,North America
1978,,563,2,0,"['Tutoring', 'Teaching Level', 'College & University', 'Other', 'R', 'Statistics', 'Tutoring']",17.0,5.0,Europe
1980,,1230,2,0,"['Google Maps', 'Online Reputation Management']",812.51,5.0,Asia
1981,$17.00,72,0,1,"['Ghostwriting', 'Book Writing', 'Copywriting', 'Nonfiction', 'Editing & Proofreading', 'English', 'Researcher', 'Christian Theology', 'Fact-Checking', 'Narrative', 'US English Dialect']",699.82,4.7,North America
1982,,1230,2,0,"['Reputation Management', 'Google Maps', 'Online Reputation Management', 'Google map reviews', 'Google reviews', 'Consumer reviews', 'Reviews management']",812.51,5.0,North America
1983,,79,2,0,"['Testing Types', 'API Testing', 'Database Testing', 'Web Testing', 'Manual Tests', 'Usability Testing', 'Integration Testing', 'End-to-End Testing', 'Regression Testing', 'Performance Testing', 'Compatibility Testing', 'Beta Testing', 'Manual Testing Frameworks & Tools', 'Appium', 'Postman', 'TestLink', 'Quality Assurance Tools', 'Ansible', 'Other', 'Software QA', 'Functional Testing', 'Business Analysis', 'Requirement Analysis', 'Test Case Design', 'Software Testing', 'Jira', 'Mobile App Testing', 'Product Management', 'Bug Tracking & Reports', 'Risk Analysis', 'Test Management', 'Release Notes']",150.0,5.0,North America
1984,,1012,2,0,"['Website Builders & CMS Platforms', 'WordPress', 'Other', 'Web Design', 'Web Development']",10.0,5.0,Europe
1985,,1022,0,0,"['Image Editing', '3D Rendering', 'Product Photography', 'Photo Retouching', 'Infographic', 'Graphic Design', 'Photo Color Correction', 'Photo Manipulation', 'Digital Illustration', 'Logo Design']",120.0,3.0,North America
1986,$40.00,1368,0,0,"['Audio Editing', 'Audio Production', 'Audio Post Production', 'Audio Engineering', 'Sound Mixing']",13.33,3.0,Oceania
1987,,175,2,0,"['Business Services', 'Business Plan', 'Business Writing', 'Researcher', 'Market Research', 'English']",812.51,3.0,North America
1988,$25.00,266,2,0,"['Machine Learning Methods', 'Computer Vision', 'Other', 'Python', 'pandas', 'Data Science']",470.83,5.0,Asia
1990,,453,2,0,"['LinkedIn Recruiting', 'Lead Generation']",5.0,5.0,North America
1991,,1459,2,0,"['Startup Consulting', 'Startup Company', 'Equity Valuation', 'Employee Engagement']",600.0,3.0,Oceania
1993,,1541,2,0,"['Web Design Languages', 'CSS', 'Other', 'Jotform', 'Form Development']",812.51,5.0,North America
1994,$60.00,1456,0,0,"['SEO Tools', 'Ahrefs', 'SEMrush', 'Moz', 'Screaming Frog SEO Spider', 'Other', 'SEO Audit', 'SEO Performance', 'Competitive Analysis', 'Marketing Audit']",190.0,4.85,North America
1995,$50.00,1279,0,1,"['Instagram', 'Spark AR Studio']",200.0,3.0,Asia
1997,$35.00,215,1,3,"['Digital Project Management Services', 'Milestones', 'Other', 'Technical Project Management', 'Communications', 'Decision Making', 'Critical Thinking Skills']",9094.15,5.0,North America
1998,,1179,0,0,['Tech & IT'],812.51,5.0,North America
1999,,994,0,0,"['Age', 'Senior Adult', 'Other', 'Male', 'Acting', 'US English Dialect', 'Middle-Aged Adult']",275.0,5.0,North America
2001,$25.00,497,0,0,"['Business Plan', 'Business Proposal Writing', 'Grant Writing', 'Grant Research & Prospect List', 'Article Writing', 'Business Development', 'Startup Consulting', 'Request for Proposal', 'Executive Summary', 'Investor Overview', 'Grant Application', 'Content Writing', 'Pitchbook', 'Market Research']",220.83,3.0,North America
2002,$300.00,136,0,0,"['Contract Drafting', 'Contract Law', 'Corporate Law', 'Intellectual Property Law', 'International Law', 'Legal Consulting', 'Licensing', 'Non-Disclosure Agreement', 'Privacy Law', 'Legal Agreement', 'State Bar of California']",1900.0,5.0,North America
2003,,1607,0,3,['Airtable'],812.51,5.0,North America
2004,$8.00,1094,2,3,"['Chemistry', 'English Tutoring', 'Physics', 'Lesson Plan Writing', 'Tutoring', 'Biology', 'Biochemistry', 'Mathematics', 'Mathematics Tutoring', 'Curriculum Development']",18.66,3.0,Europe
2007,,447,2,0,"['Logo Design', 'Adobe Illustrator', 'Graphic Design', 'Adobe Photoshop', 'Brand Identity & Guidelines', 'Image Editing']",812.51,5.0,North America
2009,$40.00,1730,1,3,"['UX', 'UI Design Software', 'Figma', 'UX', 'UI Design Deliverables', 'Prototyping', 'Other', 'UX & UI']",7040.02,5.0,North America
2010,,1297,1,2,"['Front-End Development Languages', 'HTML', 'HTML5', 'JavaScript', 'Front-End Development Skills', 'Vue.js', 'Other', 'Web Design', 'CSS 3', 'Web Development']",812.51,3.0,Europe
2012,$50.00,1191,2,0,"['Mobile Platforms', 'iOS', 'Mobile Design Deliverables', 'Mobile App', 'Prototyping', 'Mobile Design Skills', 'App Development', 'Graphic Design', 'UX', 'UI Design Software', 'Adobe XD', 'Other', 'Android', 'Mobile App Design', 'Data Visualization', 'Adobe Photoshop']",3350.0,5.0,Europe
2013,$4.00,40,0,2,"['Phone Support', 'Administrative Support', 'Virtual Assistant', 'Customer Support', 'Microsoft Excel', 'Technical Support', 'Microsoft Word', 'Customer Service', 'English', 'Data Entry', 'Sales', 'Online Chat Support', 'Phone Communication', 'Email Communication', 'Email Support']",367.34,3.0,North America
2015,,23,0,3,"['Immigration Law', 'Employer Sponsored Visa']",125.0,5.0,North America
2016,,1406,2,0,"['Content Writing', 'Data Entry']",59.0,5.0,Africa
2019,$35.00,583,0,0,"['Label & Package Design', 'Layout Design', 'Adobe Illustrator']",805.0,5.0,North America
2022,,659,2,0,"['AR', 'VR Development Deliverables', 'AR Application', 'Prototyping', 'AR & VR', 'AR', 'VR Tools', 'Unity', 'ARKit', 'ARToolKit', 'Vuforia', 'Mobile Programming Languages', 'C#', 'Mobile App Development Skills', 'ARCore', 'App Features', 'Augmented Reality', 'Camera', 'Other', 'C#', 'Augmented Reality', 'Virtual Reality', 'Vuforia', 'Firebase', 'ARCore', 'ARKit', 'Online Multiplayer', 'Unity']",812.51,5.0,Europe
2023,,1605,2,0,"['Audio Editing', 'Audio Restoration', 'Audio Mastering']",60.0,5.0,North America
2024,,1605,2,0,"['Audio Editing Software', 'Audacity', 'Other', 'Podcast', 'Audio Editing']",25.0,5.0,North America
2025,,994,2,0,"['Voice-Over', 'Voice Acting', 'Middle-Aged Adult', 'Audio Production', 'US English Dialect', 'Audio Editing', 'Sound Mixing', 'American English Accent', 'Senior Adult', 'Male']",80.0,5.0,North America
2026,$11.50,990,0,0,['office365'],63.25,5.0,North America
2027,,1473,0,0,"['General Counsel Skills', 'Corporate Maintenance', 'Basic Employment', 'Contract Negotiation', 'Other', 'Contract Law', 'Legal', 'Legal Consulting', 'Contract Drafting']",812.51,5.0,North America
2028,,1047,0,0,"['Agile Project Management', 'Kanban Methodology', 'Product Development', 'Microsoft Power BI', 'Business Process Model & Notation', 'Business Process Modeling', 'Jira', 'Sparx Systems Enterprise Architect', 'Process Design', 'Process Modeling', 'Process Improvement', 'SAP', 'Solution Architecture', 'Business Analysis']",250.0,5.0,Europe
2030,,1345,2,0,"['Graphic Design', 'Logo Design']",812.51,3.0,North America
2032,$29.00,1011,2,3,"['Unbounce', 'Marketing Strategy', 'SaaS', 'B2B Marketing', 'Conversion Rate Optimization']",319.0,5.0,North America
2033,,1505,0,0,"['Microsoft Excel', 'Macros']",12.5,5.0,North America
2034,,150,2,0,"['Copywriting Services', 'Content Writing', 'Copywriting', 'Editing & Proofreading', 'Content Marketing Strategy', 'Search Engine Optimization', 'Copywriting Deliverables', 'Landing Page', 'Headline', 'Product Page', 'Website Content', 'Other', 'Marketing Strategy', 'Copywriting', 'Internet Marketing', 'Business Proposal Writing', 'B2B Marketing', 'Quantitative Analysis', 'Business Development', 'Content Management', 'Landing Page', 'Website Content', 'Search Engine Optimization', 'Product Description', 'Headline', 'Sales Writing', 'SEO Writing', 'English']",812.51,5.0,North America
2035,,1044,2,0,"['Securities & Finance Law Skills', 'SEC Regulation', 'Other', 'securities law', 'Cryptocurrency', 'Legal Consulting', 'Legal Research']",812.51,3.0,North America
2037,$41.00,1294,2,1,"['Information Security', 'Encryption', 'Application Security', 'Information Security Audit', 'Ethical Hacking']",1230.0,5.0,North America
2038,,1724,2,0,"['Facilitation', 'Online Instruction']",20.0,5.0,Europe
2039,,996,0,0,"['YouTube Development', 'YouTube', 'Video Post-Editing', 'Social Media Marketing', 'Organic Traffic Growth']",50.0,5.0,North America
2040,$35.00,1294,0,3,"['PHP Script', 'PHP Developer', 'Web Development', 'Website Security', 'Web Hosting']",1044.17,5.0,North America
2042,,1131,0,0,"['Internet Recruiting', 'Resume Writing', 'Human Resource Information System', 'IT Recruiting', 'LinkedIn Recruiting', 'Job Description Writing', 'Recruiting']",60.0,3.0,South America
2043,,1879,2,0,"['UX Prototyping', 'Wireframing', 'Adobe Photoshop']",812.51,5.0,Europe
2044,,1803,2,0,"['Life Coaching', 'Sports & Fitness', 'Health & Fitness', 'Physical Fitness', 'Sports & Recreation', 'weightlifting', 'Personal Training Session']",100.0,5.0,Oceania
2045,,1815,2,0,['English to Ukrainian Translation'],25.0,5.0,Europe
2046,$30.00,1419,0,2,"['Web Design Deliverables', 'Website', 'Landing Page', 'Other', 'Web Design', 'Web Development', 'Graphic Design']",3925.0,5.0,North America
2047,,1,0,1,"['AI Models', 'OpenAI Codex', 'Other', 'langchain']",812.51,4.6,Europe
2048,$30.00,583,0,0,"['Logo Design', 'Brand Marketing', 'Graphic Design', 'Label & Package Design', 'Layout Design', 'Photo Editing']",670.0,5.0,North America
2050,,1635,2,0,"['SEO Tools', 'Ahrefs', 'Other', 'SEO Backlinking', 'Off-Page SEO', 'Search Engine Optimization', 'Organic Traffic Growth']",360.0,5.0,Asia
